date,lsoa11cd,lsoa11nm,measure,value
2017-05-01,E01006292,Wigan 022C,total claimants,60
2017-05-01,E01006293,Wigan 022D,total claimants,100
2017-05-01,E01006242,Wigan 023A,total claimants,60
2017-05-01,E01006243,Wigan 023B,total claimants,50
2017-05-01,E01006244,Wigan 023C,total claimants,85
2017-05-01,E01006245,Wigan 023D,total claimants,65
2017-05-01,E01006217,Wigan 024C,total claimants,115
2017-05-01,E01006218,Wigan 024D,total claimants,125
2017-05-01,E01006219,Wigan 024E,total claimants,40
2017-05-01,E01006215,Wigan 024B,total claimants,125
2017-05-01,E01006213,Wigan 024A,total claimants,115
2017-05-01,E01006294,Wigan 025B,total claimants,80
2017-05-01,E01006295,Wigan 025C,total claimants,90
2017-05-01,E01006288,Wigan 025A,total claimants,155
2017-05-01,E01006377,Wigan 025D,total claimants,35
2017-05-01,E01006378,Wigan 025E,total claimants,35
2017-05-01,E01006322,Wigan 026D,total claimants,95
2017-05-01,E01006329,Wigan 026E,total claimants,85
2017-05-01,E01006216,Wigan 026C,total claimants,75
2017-05-01,E01006214,Wigan 026B,total claimants,75
2017-05-01,E01006212,Wigan 026A,total claimants,35
2017-05-01,E01006282,Wigan 027A,total claimants,75
2017-05-01,E01006283,Wigan 027B,total claimants,110
2017-05-01,E01006284,Wigan 027C,total claimants,120
2017-05-01,E01006336,Wigan 027D,total claimants,155
2017-05-01,E01006337,Wigan 027E,total claimants,65
2017-05-01,E01006376,Wigan 028A,total claimants,95
2017-05-01,E01006381,Wigan 028B,total claimants,30
2017-05-01,E01006382,Wigan 028C,total claimants,20
2017-05-01,E01006383,Wigan 028D,total claimants,45
2017-05-01,E01006384,Wigan 028E,total claimants,25
2017-05-01,E01006385,Wigan 029E,total claimants,30
2017-05-01,E01006379,Wigan 029C,total claimants,35
2017-05-01,E01006380,Wigan 029D,total claimants,110
2017-05-01,E01006250,Wigan 029A,total claimants,20
2017-05-01,E01006251,Wigan 029B,total claimants,25
2017-05-01,E01006338,Wigan 030D,total claimants,75
2017-05-01,E01006333,Wigan 030B,total claimants,120
2017-05-01,E01006334,Wigan 030C,total claimants,160
2017-05-01,E01006328,Wigan 030A,total claimants,110
2017-05-01,E01006330,Wigan 031C,total claimants,55
2017-05-01,E01006331,Wigan 031D,total claimants,30
2017-05-01,E01006332,Wigan 031E,total claimants,80
2017-05-01,E01006248,Wigan 031A,total claimants,175
2017-05-01,E01006249,Wigan 031B,total claimants,95
2017-05-01,E01006262,Wigan 032A,total claimants,100
2017-05-01,E01006263,Wigan 032B,total claimants,45
2017-05-01,E01006266,Wigan 032C,total claimants,30
2017-05-01,E01006267,Wigan 032D,total claimants,135
2017-05-01,E01006268,Wigan 032E,total claimants,70
2017-05-01,E01006323,Wigan 033A,total claimants,90
2017-05-01,E01006324,Wigan 033B,total claimants,115
2017-05-01,E01006325,Wigan 033C,total claimants,70
2017-05-01,E01006326,Wigan 033D,total claimants,105
2017-05-01,E01006327,Wigan 033E,total claimants,115
2017-05-01,E01006297,Wigan 034D,total claimants,105
2017-05-01,E01006335,Wigan 034E,total claimants,100
2017-05-01,E01006252,Wigan 034C,total claimants,30
2017-05-01,E01006246,Wigan 034A,total claimants,105
2017-05-01,E01006247,Wigan 034B,total claimants,45
2017-05-01,E01006226,Wigan 035E,total claimants,55
2017-05-01,E01006224,Wigan 035D,total claimants,25
2017-05-01,E01006220,Wigan 035A,total claimants,85
2017-05-01,E01006221,Wigan 035B,total claimants,50
2017-05-01,E01006222,Wigan 035C,total claimants,25
2017-05-01,E01006223,Wigan 036A,total claimants,60
2017-05-01,E01006225,Wigan 036B,total claimants,35
2017-05-01,E01006261,Wigan 036C,total claimants,70
2017-05-01,E01006264,Wigan 036D,total claimants,25
2017-05-01,E01006265,Wigan 036E,total claimants,65
2017-05-01,E01006296,Wigan 037A,total claimants,155
2017-05-01,E01006298,Wigan 037B,total claimants,95
2017-05-01,E01006299,Wigan 037C,total claimants,30
2017-05-01,E01006300,Wigan 037D,total claimants,25
2017-05-01,E01006301,Wigan 037E,total claimants,30
2017-05-01,E01006346,Wigan 038E,total claimants,90
2017-05-01,E01006342,Wigan 038C,total claimants,80
2017-05-01,E01006344,Wigan 038D,total claimants,85
2017-05-01,E01006227,Wigan 038A,total claimants,60
2017-05-01,E01006228,Wigan 038B,total claimants,65
2017-05-01,E01006345,Wigan 039D,total claimants,50
2017-05-01,E01006343,Wigan 039C,total claimants,30
2017-05-01,E01006348,Wigan 039E,total claimants,30
2017-05-01,E01006339,Wigan 039A,total claimants,30
2017-05-01,E01006340,Wigan 039B,total claimants,80
2017-05-01,E01006341,Wigan 040D,total claimants,105
2017-05-01,E01006347,Wigan 040E,total claimants,25
2017-05-01,E01006302,Wigan 040A,total claimants,45
2017-05-01,E01006303,Wigan 040B,total claimants,45
2017-05-01,E01006304,Wigan 040C,total claimants,60
