area_code,area_name,geography,period,indicator,household_language,measure,unit,value
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,590
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,15
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,18
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,610
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,18
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,12
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,14
E01034000,Trafford 001G,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,576
E01034000,Trafford 001G,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,48
E01034000,Trafford 001G,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01034000,Trafford 001G,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,121
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,551
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,84
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,22
E01034001,Trafford 001H,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,122
