name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Eccles Gateway,Community services - Healthcare|Dentist|Long-term conditions,"28 Barton Lane, Eccles, Manchester",M30 0TU,NA,http://www.srht.nhs.uk,Salford,E0800006,-2.339314,53.48253
Barton Moss Secure Children’s Home,Dentist,"Barton Moss Secure Care Centre, Barton Moss Road, Chat Moss, Eccles, Manchester",M30 7RL,1616865900,http://www.srft.nhs.uk,Salford,E0800006,-2.39687,53.468834
Community Dental Department,Dentist,"1st Floor, Orsdall Health Surgery, 118 Phoebe Street, Salford",M5 3PH,1612124755,NA,Salford,E0800006,-2.280971,53.473981
Walk in Centre,Community services - Healthcare|Dentist|Diagnosis/screening|Community services - Mental Health|Rehabilitation (illness/injury)|Community services - Substance abuse|Urgent care centres,"Levers Chambers Centre for Health, Ashburner Street, Bolton",BL1 1SQ,1204462787,http://www.boltonhospitals.nhs.uk,Bolton,E0800001,-2.431198,53.576864
Moorgate Primary Care Centre,Community services - Healthcare|Dentist|Urgent care centres,"22 Derby Way, Bury",BL9 0NJ,1616043e3,http://www.penninecare.nhs.uk,Bury,E0800002,-2.288591,53.59553
Radcliffe Primary Care Centre,Dentist,"69 Church Street West, Radcliffe, Manchester",M26 2SP,1614479866,NA,Bury,E0800002,-2.323706,53.560143
Integrated Care Centre,Dentist,"New Radcliffe Street, Oldham",OL1 1NL,NA,NA,Oldham,E0800004,-2.116945,53.543824
Nye Bevan House,Dentist,"Nye Bevan, Maclure Road, Rochdale",OL11 1DN,1706261830,NA,Rochdale,E0800005,-2.154239,53.611617
Phoenix Centre,Dentist,"Church Street, Heywood",OL10 1LR,1706261952,NA,Rochdale,E0800005,-2.218662,53.592207
Whitehall Street Clinic,Dentist,"Whitehall Street, Rochdale",OL12 0ND,1706764766,NA,Rochdale,E0800005,-2.158351,53.623808
HMP Buckley Hall,Dentist,"Buckley Hall Road, Rochdale",OL12 9DP,1706514300,NA,Rochdale,E0800005,-2.145054,53.634962
Bridgewater CHCFT Leigh Walk In Centre,Community services - Healthcare|Doctors/GPs|Dentist|Doctors/GPs|Urgent care centres,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,1942483453,NA,Wigan,E08000010,-2.511455,53.503236
Bridgewater CHCFT Bevan House,Community services - Healthcare|Doctors/GPs|Dentist|Doctors/GPs|Community services - Learning disabilities|Rehabilitation (illness/injury),"17 Beecham Court, Pemberton Business Park, Smithy Brook Road, Wigan",WN3 6PR,1942482630,NA,Wigan,E08000010,-2.658337,53.528915
Bridgewater CHCFT Prestwich Dental Clinic,Dentist,"Prestwich Hospital, Bury New Road, Prestwich, Manchester",M25 3BL,1617723879,NA,Bury,E0800002,-2.291465,53.536749
Bridgewater CHCFT HMP/YOI Hindley,Dentist|Prison healthcare,"Gibson Street, Bickershaw, Wigan",WN2 5TH,NA,NA,Wigan,E08000010,-2.576949,53.517752
