lsoa11cd,measure,value,index_domain
E01033655,Decile,4,"Education, Skills and Training"
E01033653,Decile,7,"Education, Skills and Training"
E01033219,Decile,9,"Education, Skills and Training"
E01006008,Decile,5,"Education, Skills and Training"
E01005979,Decile,4,"Education, Skills and Training"
E01006003,Decile,4,"Education, Skills and Training"
E01005970,Decile,7,"Education, Skills and Training"
E01005996,Decile,3,"Education, Skills and Training"
E01006037,Decile,8,"Education, Skills and Training"
E01006379,Decile,7,"Education, Skills and Training"
E01006374,Decile,10,"Education, Skills and Training"
E01006383,Decile,8,"Education, Skills and Training"
E01006409,Decile,6,"Education, Skills and Training"
E01006399,Decile,4,"Education, Skills and Training"
E01006394,Decile,8,"Education, Skills and Training"
E01006402,Decile,8,"Education, Skills and Training"
E01006027,Decile,1,"Education, Skills and Training"
E01006022,Decile,5,"Education, Skills and Training"
E01006031,Decile,1,"Education, Skills and Training"
E01006005,Decile,2,"Education, Skills and Training"
E01005972,Decile,3,"Education, Skills and Training"
E01006021,Decile,6,"Education, Skills and Training"
E01006032,Decile,2,"Education, Skills and Training"
E01006054,Decile,4,"Education, Skills and Training"
E01006046,Decile,7,"Education, Skills and Training"
E01006156,Decile,5,"Education, Skills and Training"
E01006081,Decile,10,"Education, Skills and Training"
E01006161,Decile,10,"Education, Skills and Training"
E01006060,Decile,2,"Education, Skills and Training"
E01006082,Decile,10,"Education, Skills and Training"
E01006087,Decile,10,"Education, Skills and Training"
E01006135,Decile,10,"Education, Skills and Training"
E01006058,Decile,7,"Education, Skills and Training"
E01006126,Decile,3,"Education, Skills and Training"
E01006110,Decile,5,"Education, Skills and Training"
E01006105,Decile,1,"Education, Skills and Training"
E01006055,Decile,8,"Education, Skills and Training"
E01006170,Decile,9,"Education, Skills and Training"
E01006162,Decile,10,"Education, Skills and Training"
E01006133,Decile,8,"Education, Skills and Training"
E01006004,Decile,4,"Education, Skills and Training"
E01006134,Decile,10,"Education, Skills and Training"
E01033663,Decile,4,"Education, Skills and Training"
E01033681,Decile,7,"Education, Skills and Training"
E01033656,Decile,4,"Education, Skills and Training"
E01033661,Decile,8,"Education, Skills and Training"
E01033685,Decile,6,"Education, Skills and Training"
E01033665,Decile,3,"Education, Skills and Training"
E01033658,Decile,6,"Education, Skills and Training"
E01033683,Decile,3,"Education, Skills and Training"
E01033218,Decile,5,Barriers to Housing and Services
E01032559,Decile,7,Barriers to Housing and Services
E01005636,Decile,6,Barriers to Housing and Services
E01005625,Decile,9,Barriers to Housing and Services
E01032684,Decile,4,Barriers to Housing and Services
E01032685,Decile,2,Barriers to Housing and Services
E01005637,Decile,10,Barriers to Housing and Services
E01005679,Decile,4,Barriers to Housing and Services
E01005653,Decile,5,Barriers to Housing and Services
E01005664,Decile,3,Barriers to Housing and Services
E01005686,Decile,7,Barriers to Housing and Services
E01033661,Decile,3,Barriers to Housing and Services
E01033656,Decile,1,Barriers to Housing and Services
E01033658,Decile,2,Barriers to Housing and Services
E01033665,Decile,1,Barriers to Housing and Services
E01033681,Decile,2,Barriers to Housing and Services
E01033663,Decile,4,Barriers to Housing and Services
E01033685,Decile,5,Barriers to Housing and Services
E01033683,Decile,1,Barriers to Housing and Services
E01032914,Decile,5,Barriers to Housing and Services
E01032919,Decile,4,Barriers to Housing and Services
E01033662,Decile,2,Barriers to Housing and Services
E01033675,Decile,2,Barriers to Housing and Services
E01033657,Decile,1,Barriers to Housing and Services
E01033679,Decile,3,Barriers to Housing and Services
E01033673,Decile,1,Barriers to Housing and Services
E01033688,Decile,3,Barriers to Housing and Services
E01033668,Decile,2,Barriers to Housing and Services
E01033664,Decile,2,Barriers to Housing and Services
E01033682,Decile,2,Barriers to Housing and Services
E01033651,Decile,1,Barriers to Housing and Services
E01033684,Decile,3,Barriers to Housing and Services
E01005710,Decile,8,Barriers to Housing and Services
E01005678,Decile,5,Barriers to Housing and Services
E01005677,Decile,6,Barriers to Housing and Services
E01005665,Decile,3,Barriers to Housing and Services
E01005556,Decile,7,"Education, Skills and Training"
E01005546,Decile,5,"Education, Skills and Training"
E01005492,Decile,8,"Education, Skills and Training"
E01005694,Decile,7,"Education, Skills and Training"
E01005525,Decile,2,"Education, Skills and Training"
E01005531,Decile,3,"Education, Skills and Training"
E01005510,Decile,5,"Education, Skills and Training"
E01005374,Decile,3,"Education, Skills and Training"
E01005362,Decile,5,"Education, Skills and Training"
E01005601,Decile,3,"Education, Skills and Training"
E01005618,Decile,2,"Education, Skills and Training"
E01005724,Decile,8,"Education, Skills and Training"
E01005663,Decile,3,"Education, Skills and Training"
E01005659,Decile,2,"Education, Skills and Training"
E01005574,Decile,9,"Education, Skills and Training"
E01005619,Decile,2,"Education, Skills and Training"
E01005524,Decile,5,"Education, Skills and Training"
E01005646,Decile,3,"Education, Skills and Training"
E01005575,Decile,9,"Education, Skills and Training"
E01005513,Decile,1,"Education, Skills and Training"
E01005379,Decile,1,"Education, Skills and Training"
E01005341,Decile,4,"Education, Skills and Training"
E01005407,Decile,10,"Education, Skills and Training"
E01005314,Decile,1,"Education, Skills and Training"
E01005342,Decile,1,"Education, Skills and Training"
E01005469,Decile,5,"Education, Skills and Training"
E01005315,Decile,1,"Education, Skills and Training"
E01005408,Decile,10,"Education, Skills and Training"
E01005422,Decile,1,"Education, Skills and Training"
E01005723,Decile,2,"Education, Skills and Training"
E01005719,Decile,5,"Education, Skills and Training"
E01005429,Decile,1,"Education, Skills and Training"
E01005476,Decile,5,"Education, Skills and Training"
E01005431,Decile,3,"Education, Skills and Training"
E01005486,Decile,2,"Education, Skills and Training"
E01005411,Decile,10,"Education, Skills and Training"
E01005300,Decile,7,"Education, Skills and Training"
E01005307,Decile,9,"Education, Skills and Training"
E01005671,Decile,3,"Education, Skills and Training"
E01005695,Decile,10,"Education, Skills and Training"
E01005701,Decile,8,"Education, Skills and Training"
E01005672,Decile,4,"Education, Skills and Training"
E01005720,Decile,3,"Education, Skills and Training"
E01004863,Decile,1,"Education, Skills and Training"
E01004860,Decile,3,"Education, Skills and Training"
E01004815,Decile,3,"Education, Skills and Training"
E01004808,Decile,9,"Education, Skills and Training"
E01004856,Decile,2,"Education, Skills and Training"
E01004809,Decile,7,"Education, Skills and Training"
E01004778,Decile,7,"Education, Skills and Training"
E01004777,Decile,5,"Education, Skills and Training"
E01004842,Decile,10,"Education, Skills and Training"
E01004814,Decile,3,"Education, Skills and Training"
E01004832,Decile,5,"Education, Skills and Training"
E01004773,Decile,7,"Education, Skills and Training"
E01004841,Decile,1,"Education, Skills and Training"
E01005242,Decile,3,"Education, Skills and Training"
E01005241,Decile,4,"Education, Skills and Training"
E01005128,Decile,2,"Education, Skills and Training"
E01005264,Decile,2,"Education, Skills and Training"
E01005247,Decile,4,"Education, Skills and Training"
E01005227,Decile,2,"Education, Skills and Training"
E01005293,Decile,4,"Education, Skills and Training"
E01005231,Decile,4,"Education, Skills and Training"
E01005129,Decile,1,"Education, Skills and Training"
E01005189,Decile,1,"Education, Skills and Training"
E01005097,Decile,1,"Education, Skills and Training"
E01005156,Decile,10,"Education, Skills and Training"
E01005222,Decile,3,"Education, Skills and Training"
E01005265,Decile,3,"Education, Skills and Training"
E01005169,Decile,10,"Education, Skills and Training"
E01004800,Decile,6,"Education, Skills and Training"
E01004807,Decile,9,"Education, Skills and Training"
E01033258,Decile,3,Barriers to Housing and Services
E01032917,Decile,2,Barriers to Housing and Services
E01033220,Decile,4,Barriers to Housing and Services
E01006408,Decile,9,Barriers to Housing and Services
E01005845,Decile,10,Barriers to Housing and Services
E01005833,Decile,5,Barriers to Housing and Services
E01005795,Decile,8,Barriers to Housing and Services
E01005874,Decile,7,Barriers to Housing and Services
E01005779,Decile,10,Barriers to Housing and Services
E01005808,Decile,9,Barriers to Housing and Services
E01005997,Decile,10,Barriers to Housing and Services
E01006016,Decile,9,Barriers to Housing and Services
E01005826,Decile,6,Barriers to Housing and Services
E01006024,Decile,4,Barriers to Housing and Services
E01006002,Decile,10,Barriers to Housing and Services
E01005820,Decile,10,Barriers to Housing and Services
E01006034,Decile,9,Barriers to Housing and Services
E01006010,Decile,9,Barriers to Housing and Services
E01006017,Decile,9,Barriers to Housing and Services
E01005055,Decile,10,Barriers to Housing and Services
E01005029,Decile,8,Barriers to Housing and Services
E01005056,Decile,10,Barriers to Housing and Services
E01005111,Decile,7,Barriers to Housing and Services
E01005050,Decile,9,Barriers to Housing and Services
E01005141,Decile,4,Barriers to Housing and Services
E01005099,Decile,3,Barriers to Housing and Services
E01005101,Decile,5,Barriers to Housing and Services
E01005916,Decile,8,Barriers to Housing and Services
E01005917,Decile,9,Barriers to Housing and Services
E01005866,Decile,10,Barriers to Housing and Services
E01005865,Decile,10,Barriers to Housing and Services
E01005860,Decile,10,Barriers to Housing and Services
E01005852,Decile,9,Barriers to Housing and Services
E01005149,Decile,3,Barriers to Housing and Services
E01005119,Decile,5,Barriers to Housing and Services
E01005600,Decile,7,Barriers to Housing and Services
E01005755,Decile,7,Barriers to Housing and Services
E01005700,Decile,7,Barriers to Housing and Services
E01005706,Decile,7,Barriers to Housing and Services
E01005735,Decile,10,Barriers to Housing and Services
E01005733,Decile,4,Barriers to Housing and Services
E01005707,Decile,6,Barriers to Housing and Services
E01005740,Decile,7,Barriers to Housing and Services
E01005580,Decile,7,Barriers to Housing and Services
E01005741,Decile,6,Barriers to Housing and Services
E01005631,Decile,6,Barriers to Housing and Services
E01005628,Decile,5,Barriers to Housing and Services
E01005578,Decile,3,Barriers to Housing and Services
E01006321,Decile,10,Barriers to Housing and Services
E01006320,Decile,10,Barriers to Housing and Services
E01006398,Decile,6,Barriers to Housing and Services
E01006295,Decile,9,Barriers to Housing and Services
E01006290,Decile,10,Barriers to Housing and Services
E01006304,Decile,10,Barriers to Housing and Services
E01006332,Decile,7,Barriers to Housing and Services
E01006316,Decile,4,Barriers to Housing and Services
E01006368,Decile,7,Barriers to Housing and Services
E01006333,Decile,10,Barriers to Housing and Services
E01006378,Decile,6,Barriers to Housing and Services
E01006326,Decile,10,Barriers to Housing and Services
E01006246,Decile,5,Barriers to Housing and Services
E01006315,Decile,4,Barriers to Housing and Services
E01006267,Decile,7,Barriers to Housing and Services
E01006247,Decile,10,Barriers to Housing and Services
E01006309,Decile,7,Barriers to Housing and Services
E01006310,Decile,7,Barriers to Housing and Services
E01005722,Decile,5,Barriers to Housing and Services
E01006296,Decile,4,Barriers to Housing and Services
E01005728,Decile,7,Barriers to Housing and Services
E01006240,Decile,6,Barriers to Housing and Services
E01006260,Decile,9,Barriers to Housing and Services
E01005715,Decile,9,Barriers to Housing and Services
E01005959,Decile,8,Barriers to Housing and Services
E01005919,Decile,4,Barriers to Housing and Services
E01005936,Decile,7,Barriers to Housing and Services
E01005693,Decile,10,Barriers to Housing and Services
E01005597,Decile,9,Barriers to Housing and Services
E01005681,Decile,3,Barriers to Housing and Services
E01005763,Decile,9,Barriers to Housing and Services
E01005967,Decile,9,Barriers to Housing and Services
E01005765,Decile,10,Barriers to Housing and Services
E01005956,Decile,10,Barriers to Housing and Services
E01005939,Decile,8,Barriers to Housing and Services
E01005670,Decile,6,Barriers to Housing and Services
E01006393,Decile,10,Barriers to Housing and Services
E01006357,Decile,6,Barriers to Housing and Services
E01006349,Decile,5,Barriers to Housing and Services
E01006277,Decile,7,Barriers to Housing and Services
E01006373,Decile,9,Barriers to Housing and Services
E01006266,Decile,10,Barriers to Housing and Services
E01005649,Decile,6,Barriers to Housing and Services
E01005674,Decile,8,Barriers to Housing and Services
E01005589,Decile,9,Barriers to Housing and Services
E01005658,Decile,4,Barriers to Housing and Services
E01005692,Decile,7,Barriers to Housing and Services
E01004847,Decile,4,Barriers to Housing and Services
E01004839,Decile,5,Barriers to Housing and Services
E01004851,Decile,5,Barriers to Housing and Services
E01004837,Decile,3,Barriers to Housing and Services
E01004826,Decile,6,Barriers to Housing and Services
E01004977,Decile,8,Barriers to Housing and Services
E01004884,Decile,5,Barriers to Housing and Services
E01004907,Decile,4,Barriers to Housing and Services
E01004891,Decile,8,Barriers to Housing and Services
E01004872,Decile,8,Barriers to Housing and Services
E01004862,Decile,6,Barriers to Housing and Services
E01004873,Decile,7,Barriers to Housing and Services
E01004820,Decile,4,Barriers to Housing and Services
E01004818,Decile,6,Barriers to Housing and Services
E01004825,Decile,3,Barriers to Housing and Services
E01005024,Decile,3,Barriers to Housing and Services
E01005002,Decile,7,Barriers to Housing and Services
E01004963,Decile,6,Barriers to Housing and Services
E01004930,Decile,8,Barriers to Housing and Services
E01004917,Decile,3,Barriers to Housing and Services
E01004960,Decile,3,Barriers to Housing and Services
E01004954,Decile,6,Barriers to Housing and Services
E01004933,Decile,9,Barriers to Housing and Services
E01005003,Decile,9,Barriers to Housing and Services
E01004965,Decile,10,Barriers to Housing and Services
E01004989,Decile,8,Barriers to Housing and Services
E01004935,Decile,9,Barriers to Housing and Services
E01005168,Decile,7,Barriers to Housing and Services
E01005171,Decile,1,Barriers to Housing and Services
E01005157,Decile,9,Barriers to Housing and Services
E01005468,Decile,4,Barriers to Housing and Services
E01005430,Decile,8,Barriers to Housing and Services
E01005439,Decile,10,Barriers to Housing and Services
E01005441,Decile,6,Barriers to Housing and Services
E01005428,Decile,8,Barriers to Housing and Services
E01005473,Decile,3,Barriers to Housing and Services
E01005475,Decile,4,Barriers to Housing and Services
E01005501,Decile,6,Barriers to Housing and Services
E01005515,Decile,5,Barriers to Housing and Services
E01005504,Decile,7,Barriers to Housing and Services
E01005547,Decile,7,Barriers to Housing and Services
E01005512,Decile,7,Barriers to Housing and Services
E01004791,Decile,10,Barriers to Housing and Services
E01004802,Decile,4,Barriers to Housing and Services
E01004803,Decile,5,Barriers to Housing and Services
E01005073,Decile,7,Barriers to Housing and Services
E01004789,Decile,7,Barriers to Housing and Services
E01005037,Decile,10,Barriers to Housing and Services
E01005058,Decile,10,Barriers to Housing and Services
E01005042,Decile,10,Barriers to Housing and Services
E01005087,Decile,3,Barriers to Housing and Services
E01005061,Decile,1,Barriers to Housing and Services
E01005075,Decile,7,Barriers to Housing and Services
E01005094,Decile,5,Barriers to Housing and Services
E01005078,Decile,3,Barriers to Housing and Services
E01005419,Decile,10,Barriers to Housing and Services
E01005378,Decile,10,Barriers to Housing and Services
E01005347,Decile,9,Barriers to Housing and Services
E01005276,Decile,5,Barriers to Housing and Services
E01005198,Decile,4,Barriers to Housing and Services
E01005188,Decile,6,Barriers to Housing and Services
E01005200,Decile,3,Barriers to Housing and Services
E01005275,Decile,5,Barriers to Housing and Services
E01005302,Decile,5,Barriers to Housing and Services
E01005324,Decile,9,Barriers to Housing and Services
E01005269,Decile,6,Barriers to Housing and Services
E01005334,Decile,8,Barriers to Housing and Services
E01005410,Decile,10,Barriers to Housing and Services
E01005354,Decile,6,Barriers to Housing and Services
E01005373,Decile,10,Barriers to Housing and Services
E01005318,Decile,7,Barriers to Housing and Services
E01005216,Decile,8,Barriers to Housing and Services
E01005215,Decile,5,Barriers to Housing and Services
E01005234,Decile,2,Barriers to Housing and Services
E01005210,Decile,2,Barriers to Housing and Services
E01005206,Decile,6,Barriers to Housing and Services
E01005369,Decile,10,Barriers to Housing and Services
E01005270,Decile,3,Barriers to Housing and Services
E01005262,Decile,4,Barriers to Housing and Services
E01005263,Decile,3,Barriers to Housing and Services
E01005238,Decile,2,Barriers to Housing and Services
E01005244,Decile,2,Barriers to Housing and Services
E01005485,Decile,3,Barriers to Housing and Services
E01005483,Decile,4,Barriers to Housing and Services
E01005567,Decile,5,Barriers to Housing and Services
E01005494,Decile,8,Barriers to Housing and Services
E01005477,Decile,7,Barriers to Housing and Services
E01005498,Decile,8,Barriers to Housing and Services
E01005528,Decile,5,Barriers to Housing and Services
E01005487,Decile,5,Barriers to Housing and Services
E01005008,Decile,3,"Education, Skills and Training"
E01005004,Decile,1,"Education, Skills and Training"
E01005005,Decile,8,"Education, Skills and Training"
E01004998,Decile,7,"Education, Skills and Training"
E01004997,Decile,6,"Education, Skills and Training"
E01005009,Decile,3,"Education, Skills and Training"
E01004961,Decile,5,"Education, Skills and Training"
E01004976,Decile,3,"Education, Skills and Training"
E01005086,Decile,1,"Education, Skills and Training"
E01004868,Decile,3,"Education, Skills and Training"
E01005048,Decile,10,"Education, Skills and Training"
E01004896,Decile,8,"Education, Skills and Training"
E01005044,Decile,5,"Education, Skills and Training"
E01005043,Decile,7,"Education, Skills and Training"
E01005045,Decile,7,"Education, Skills and Training"
E01004906,Decile,4,"Education, Skills and Training"
E01004879,Decile,2,"Education, Skills and Training"
E01004867,Decile,4,"Education, Skills and Training"
E01004877,Decile,1,"Education, Skills and Training"
E01004878,Decile,3,"Education, Skills and Training"
E01005027,Decile,5,"Education, Skills and Training"
E01005022,Decile,10,"Education, Skills and Training"
E01005036,Decile,8,"Education, Skills and Training"
E01005010,Decile,7,"Education, Skills and Training"
E01004928,Decile,2,"Education, Skills and Training"
E01004950,Decile,10,"Education, Skills and Training"
E01004927,Decile,2,"Education, Skills and Training"
E01004931,Decile,3,"Education, Skills and Training"
E01004947,Decile,5,"Education, Skills and Training"
E01004952,Decile,9,"Education, Skills and Training"
E01004948,Decile,4,"Education, Skills and Training"
E01004916,Decile,2,"Education, Skills and Training"
E01004870,Decile,3,"Education, Skills and Training"
E01005079,Decile,7,"Education, Skills and Training"
E01005092,Decile,1,"Education, Skills and Training"
E01005499,Decile,3,Barriers to Housing and Services
E01005538,Decile,6,Barriers to Housing and Services
E01005550,Decile,9,Barriers to Housing and Services
E01005523,Decile,9,Barriers to Housing and Services
E01005611,Decile,3,Barriers to Housing and Services
E01005612,Decile,4,Barriers to Housing and Services
E01005491,Decile,5,Barriers to Housing and Services
E01005623,Decile,10,Barriers to Housing and Services
E01005624,Decile,6,Barriers to Housing and Services
E01005537,Decile,3,Barriers to Housing and Services
E01005573,Decile,6,Barriers to Housing and Services
E01005507,Decile,8,Barriers to Housing and Services
E01005566,Decile,4,Barriers to Housing and Services
E01005596,Decile,8,Barriers to Housing and Services
E01005785,Decile,9,Barriers to Housing and Services
E01005783,Decile,10,Barriers to Housing and Services
E01005834,Decile,9,Barriers to Housing and Services
E01005800,Decile,8,Barriers to Housing and Services
E01005772,Decile,8,Barriers to Housing and Services
E01032909,Decile,3,Barriers to Housing and Services
E01005776,Decile,5,Barriers to Housing and Services
E01005784,Decile,6,Barriers to Housing and Services
E01005730,Decile,9,Barriers to Housing and Services
E01005651,Decile,3,Barriers to Housing and Services
E01005652,Decile,5,Barriers to Housing and Services
E01005778,Decile,10,Barriers to Housing and Services
E01005790,Decile,9,Barriers to Housing and Services
E01005750,Decile,5,Barriers to Housing and Services
E01005729,Decile,4,Barriers to Housing and Services
E01005760,Decile,10,Barriers to Housing and Services
E01005777,Decile,5,Barriers to Housing and Services
E01005037,Decile,4,Living Environment
E01005029,Decile,3,Living Environment
E01004935,Decile,4,Living Environment
E01004930,Decile,5,Living Environment
E01004917,Decile,7,Living Environment
E01004847,Decile,4,Living Environment
E01004837,Decile,9,Living Environment
E01004826,Decile,2,Living Environment
E01004839,Decile,5,Living Environment
E01004963,Decile,6,Living Environment
E01005042,Decile,7,Living Environment
E01005055,Decile,7,Living Environment
E01005003,Decile,2,Living Environment
E01005050,Decile,6,Living Environment
E01005024,Decile,1,Living Environment
E01004802,Decile,4,Living Environment
E01004791,Decile,6,Living Environment
E01004789,Decile,7,Living Environment
E01005075,Decile,4,Living Environment
E01004873,Decile,3,Living Environment
E01004872,Decile,2,Living Environment
E01004851,Decile,4,Living Environment
E01004862,Decile,6,Living Environment
E01005099,Decile,5,Living Environment
E01005149,Decile,3,Living Environment
E01005141,Decile,6,Living Environment
E01004907,Decile,3,Living Environment
E01004933,Decile,7,Living Environment
E01004884,Decile,8,Living Environment
E01004891,Decile,4,Living Environment
E01004825,Decile,3,Living Environment
E01004803,Decile,8,Living Environment
E01004977,Decile,5,Living Environment
E01004820,Decile,4,Living Environment
E01005058,Decile,7,Living Environment
E01005073,Decile,5,Living Environment
E01005078,Decile,4,Living Environment
E01004818,Decile,1,Living Environment
E01005087,Decile,5,Living Environment
E01004989,Decile,5,Living Environment
E01005119,Decile,4,Living Environment
E01005002,Decile,5,Living Environment
E01005056,Decile,4,Living Environment
E01005061,Decile,7,Living Environment
E01005111,Decile,4,Living Environment
E01005094,Decile,3,Living Environment
E01005101,Decile,5,Living Environment
E01004965,Decile,9,Living Environment
E01004954,Decile,7,Living Environment
E01004960,Decile,6,Living Environment
E01006339,Decile,7,Barriers to Housing and Services
E01006351,Decile,7,Barriers to Housing and Services
E01006409,Decile,9,Barriers to Housing and Services
E01006399,Decile,10,Barriers to Housing and Services
E01006379,Decile,10,Barriers to Housing and Services
E01006374,Decile,10,Barriers to Housing and Services
E01006365,Decile,10,Barriers to Housing and Services
E01006337,Decile,7,Barriers to Housing and Services
E01006330,Decile,10,Barriers to Housing and Services
E01006258,Decile,10,Barriers to Housing and Services
E01006276,Decile,8,Barriers to Housing and Services
E01006256,Decile,9,Barriers to Housing and Services
E01006280,Decile,9,Barriers to Housing and Services
E01006338,Decile,10,Barriers to Housing and Services
E01006383,Decile,10,Barriers to Housing and Services
E01006352,Decile,9,Barriers to Housing and Services
E01006364,Decile,8,Barriers to Housing and Services
E01006394,Decile,7,Barriers to Housing and Services
E01006402,Decile,10,Barriers to Housing and Services
E01033653,Decile,3,Barriers to Housing and Services
E01006008,Decile,6,Barriers to Housing and Services
E01005838,Decile,10,Barriers to Housing and Services
E01006022,Decile,10,Barriers to Housing and Services
E01005883,Decile,8,Barriers to Housing and Services
E01005966,Decile,8,Barriers to Housing and Services
E01005839,Decile,9,Barriers to Housing and Services
E01033655,Decile,2,Barriers to Housing and Services
E01005816,Decile,10,Barriers to Housing and Services
E01005850,Decile,8,Barriers to Housing and Services
E01005853,Decile,7,Barriers to Housing and Services
E01033660,Decile,1,Barriers to Housing and Services
E01033671,Decile,7,Barriers to Housing and Services
E01033677,Decile,2,Barriers to Housing and Services
E01033666,Decile,6,Barriers to Housing and Services
E01033686,Decile,5,Barriers to Housing and Services
E01033680,Decile,4,Barriers to Housing and Services
E01006110,Decile,7,Barriers to Housing and Services
E01006126,Decile,7,Barriers to Housing and Services
E01006087,Decile,1,Barriers to Housing and Services
E01006134,Decile,3,Barriers to Housing and Services
E01006082,Decile,8,Barriers to Housing and Services
E01006058,Decile,10,Barriers to Housing and Services
E01006055,Decile,10,Barriers to Housing and Services
E01006081,Decile,4,Barriers to Housing and Services
E01006054,Decile,8,Barriers to Housing and Services
E01006184,Decile,4,Barriers to Housing and Services
E01006190,Decile,10,Barriers to Housing and Services
E01006183,Decile,9,Barriers to Housing and Services
E01006060,Decile,8,Barriers to Housing and Services
E01006204,Decile,9,Barriers to Housing and Services
E01006203,Decile,10,Barriers to Housing and Services
E01006156,Decile,8,Barriers to Housing and Services
E01006161,Decile,8,Barriers to Housing and Services
E01006105,Decile,4,Barriers to Housing and Services
E01006162,Decile,9,Barriers to Housing and Services
E01006170,Decile,10,Barriers to Housing and Services
E01006135,Decile,6,Barriers to Housing and Services
E01006004,Decile,10,Barriers to Housing and Services
E01006005,Decile,7,Barriers to Housing and Services
E01005996,Decile,9,Barriers to Housing and Services
E01006003,Decile,10,Barriers to Housing and Services
E01005857,Decile,9,Barriers to Housing and Services
E01005830,Decile,7,Barriers to Housing and Services
E01005895,Decile,10,Barriers to Housing and Services
E01005927,Decile,10,Barriers to Housing and Services
E01005928,Decile,10,Barriers to Housing and Services
E01005811,Decile,8,Barriers to Housing and Services
E01005972,Decile,10,Barriers to Housing and Services
E01006031,Decile,4,Barriers to Housing and Services
E01005970,Decile,7,Barriers to Housing and Services
E01006046,Decile,8,Barriers to Housing and Services
E01006133,Decile,7,Barriers to Housing and Services
E01005979,Decile,10,Barriers to Housing and Services
E01006037,Decile,7,Barriers to Housing and Services
E01006027,Decile,5,Barriers to Housing and Services
E01006032,Decile,8,Barriers to Housing and Services
E01006021,Decile,10,Barriers to Housing and Services
E01006186,Decile,3,Living Environment
E01006199,Decile,4,Living Environment
E01006206,Decile,7,Living Environment
E01006191,Decile,6,Living Environment
E01006228,Decile,4,Living Environment
E01006218,Decile,5,Living Environment
E01006229,Decile,8,Living Environment
E01006153,Decile,9,Living Environment
E01006136,Decile,9,Living Environment
E01006154,Decile,5,Living Environment
E01006137,Decile,10,Living Environment
E01006148,Decile,5,Living Environment
E01006149,Decile,4,Living Environment
E01006179,Decile,5,Living Environment
E01006253,Decile,9,Living Environment
E01006262,Decile,8,Living Environment
E01006242,Decile,3,Living Environment
E01006254,Decile,9,Living Environment
E01006255,Decile,6,Living Environment
E01006261,Decile,8,Living Environment
E01006241,Decile,9,Living Environment
E01006244,Decile,2,Living Environment
E01006187,Decile,1,Living Environment
E01006252,Decile,6,Living Environment
E01006180,Decile,2,Living Environment
E01006225,Decile,8,Living Environment
E01006139,Decile,6,Living Environment
E01006238,Decile,6,Living Environment
E01006215,Decile,6,Living Environment
E01006213,Decile,4,Living Environment
E01006166,Decile,10,Living Environment
E01006152,Decile,10,Living Environment
E01006207,Decile,7,Living Environment
E01006189,Decile,3,Living Environment
E01006264,Decile,9,Living Environment
E01006306,Decile,3,Living Environment
E01006281,Decile,8,Living Environment
E01006319,Decile,9,Living Environment
E01006300,Decile,9,Living Environment
E01006314,Decile,9,Living Environment
E01006287,Decile,9,Living Environment
E01006312,Decile,8,Living Environment
E01006308,Decile,3,Living Environment
E01005958,Decile,6,Living Environment
E01006269,Decile,7,Living Environment
E01006307,Decile,8,Living Environment
E01006271,Decile,8,Living Environment
E01006363,Decile,8,Living Environment
E01006299,Decile,6,Living Environment
E01006249,Decile,9,Living Environment
E01006245,Decile,7,Living Environment
E01006243,Decile,5,Living Environment
E01006086,Decile,10,Living Environment
E01006083,Decile,8,Living Environment
E01006080,Decile,3,Living Environment
E01006219,Decile,5,Living Environment
E01006071,Decile,9,Living Environment
E01006130,Decile,6,Living Environment
E01006122,Decile,9,Living Environment
E01006224,Decile,9,Living Environment
E01006099,Decile,4,Living Environment
E01006094,Decile,7,Living Environment
E01006114,Decile,5,Living Environment
E01006294,Decile,3,Living Environment
E01006298,Decile,6,Living Environment
E01006068,Decile,1,Living Environment
E01006075,Decile,4,Living Environment
E01006078,Decile,3,Living Environment
E01006282,Decile,8,Living Environment
E01006015,Decile,9,Living Environment
E01006293,Decile,8,Living Environment
E01006193,Decile,7,Living Environment
E01006230,Decile,10,Living Environment
E01006176,Decile,8,Living Environment
E01006013,Decile,5,Living Environment
E01006275,Decile,7,Living Environment
E01006064,Decile,7,Living Environment
E01006047,Decile,6,Living Environment
E01005999,Decile,1,Living Environment
E01006347,Decile,9,Living Environment
E01006311,Decile,9,Living Environment
E01006214,Decile,2,Living Environment
E01006236,Decile,8,Living Environment
E01006325,Decile,5,Living Environment
E01006265,Decile,4,Living Environment
E01006263,Decile,8,Living Environment
E01006188,Decile,5,Living Environment
E01006251,Decile,6,Living Environment
E01006257,Decile,3,Living Environment
E01006113,Decile,4,Living Environment
E01006074,Decile,7,Living Environment
E01006173,Decile,6,Living Environment
E01006138,Decile,9,Living Environment
E01006146,Decile,5,Living Environment
E01006121,Decile,5,Living Environment
E01006106,Decile,6,Living Environment
E01006120,Decile,6,Living Environment
E01006079,Decile,10,Living Environment
E01006098,Decile,7,Living Environment
E01006069,Decile,7,Living Environment
E01006095,Decile,8,Living Environment
E01006151,Decile,7,Living Environment
E01006018,Decile,8,Living Environment
E01006041,Decile,2,Living Environment
E01006155,Decile,5,Living Environment
E01006127,Decile,9,Living Environment
E01005986,Decile,4,Living Environment
E01033667,Decile,2,Barriers to Housing and Services
E01033674,Decile,1,Barriers to Housing and Services
E01033652,Decile,2,Barriers to Housing and Services
E01033670,Decile,3,Barriers to Housing and Services
