registered_charity_number,charity_company_registration_number,charity_name,charity_type,charity_activities,date_of_registration,charity_contact_address,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web
1163917,NA,THE BENNETT FAMILY GRANTMAKING CHARITY,CIO,"The charity considers requests for grants made by organisations and individuals operating primarily in Greater Manchester, but also the northwest of England more generally. A joint decision is reached by the trustees as to the public benefit of these applications, and grants are issued accordingly.",2015-10-09,"99 Ivygreen Road, Manchester",M21 9FX,01612837364,NA,NA
1165889,NA,OPEN ARMS,CIO,Teaching the Quran Hadith to Muslim children and adults: ESOL Classes: the center offers ESOL courses up Community After school club: We provided a weekly after school club in our premises to help children with their Homework. Collecting and distributing food to impoverished families across the UK Increasing partnership work with service providers across Greater Manchester. ,2016-03-07,"14 Avebury Close, Salford",M7 4RZ,07450234829,muniro.balde@hotmail.com,NA
1164570,CE00571,SOUTH MANCHESTER DOWN'S SYNDROME SUPPORT GROUP,CIO,"South Manchester Down's Syndrome Support Group is a parent-led support group for people with Down's syndrome and their families, helping them to fulfil their potential. We focus on providing support, advice, activities, social events, information, resources and training for children and young people with Down's syndrome, their parents, carers and siblings, and the professionals who work with them.",2015-11-26,"Smdssg, Unit 17, 41 Old Birley Street, Manchester",M15 5RF ,07593542107,contact@dsmanchester.org.uk,www.dsmanchester.org.uk
1168097,NA,COMMUNITY CHANGE PROGRAMME,CIO,"The mission of Community Change Programme is to inspire vulnerable people to make positive life changes. We work within the local community to relieve the effects of poverty on families and help socially excluded people, e.g. substance abusers to reintegrate into society and improve their employability education, training, and work experience.",2016-07-07,"C/O Victory Outreach Manchester, 19 Liverpool Street, Salford",M5 4LY,07812567140,info@community-change.co.uk,www.community-change.co.uk
1167461,NA,SWINTON LIONS COMMUNITY SPORTS FOUNDATION,CIO,"To benefit those working or studying in Swinton and Greater Manchester, in advancing education, health, amateur sport and local heritage.(1) Education via appropriate projects. (2) Health via sporting activity and encouraging healthy lifestyles.(3) Amateur sport participation, especially rugby league.(4) Advance and protect the Heritage of Swinton Lions RLFC and the town of Swinton.",2016-06-06,"Swinton Lions Cs Foundation, 9, Worsley Road,, Swinton, Manchester",M27 5WN,07932500731,steve.wild@swintonlionsrlfc.co.uk,www.swintonlionsrlfc.com
1166491,NA,OLD TRAFFORD CHRISTADELPHIAN CHURCH,CIO,"To advance the Bible-based Christian faith to the glory of God and the honour of Jesus Christ for the benefit of the public, through the holding of meetings for worship, prayer and the preaching of the Gospel, providing religious teaching and publications (both printed and electronic), the promotion of charitable works,acts of service to the community and the provision of pastoral care.",2016-04-12,"30 Booths Lane, Lymm",WA13 0PF,01925755058,info@thebethel.org,www.thebethel.org
1167970,NA,OPEN DOOR GREATER MANCHESTER,CIO,"Our charity is established to prevent or relieve poverty in the Greater Manchester area, through the provision of items such as food, clothes, bedding and providing advocacy, advice and information regarding housing/accommodation, rehabilitation, counselling and finance. These services are provided at street level to the homeless and destitute and any other person in need.",2016-06-30,"21 Walker Road, Eccles, Manchester",M30 8LA,07785374673,info@opendoorcharity.org.uk,www.opendoorcharity.org.uk
1166085,NA,MY SIDE,CIO,Not Currently Active,2016-03-16,"46 Randolph Street, Levenshulme, Manchester",M19 3AX,07977415450,MySideCharity@outlook.com,MySide.org.uk
1166055,NA,PLAYFUL FOUNDATIONS,CIO,"Playful Foundations works to remove barriers and support children's access and opportunity ot play. Playful Foundations through advocacy, training and awareness raising supports those who have a responsibility for children to adopt a playwork approach.",2016-03-15,"White City Adventure Playground, Australia Road, White City, London",W12 7PH,02087490909,playfulfoundations@outlook.com,www.playfulfoundations.org
1165851,NA,CANCER WARRIORS,CIO,"We Hold Cancer Support Drop In Services ,to support people living with and beyond Cancer and family and friends",2016-03-03,"Cancer Warriors, 51 Melbourne Street, Stalybridge, Cheshire",SK15 2JJ,0161 338 5010,cancerwarriors@mail.com,http://www.cancerwarriors.co.uk/
1169291,09877345,IRISH COMMUNITY CARE MANCHESTER,Charitable company,Throughout Greater Manchester we run social groups for the over 50s.  We also run one to one advice sessions in relation to benefits applications and provide advice for those trying to get Irish government documentation.We have an outreach worker who works with the Irish traveler population in the region and we provide for the burial of persons of Irish descent who have no next of kin.,2016-09-21,"895 Stockport Road, Levenshulme, Manchester",M19 3PG,01612562717,headoffice@irishcommunitycare.com,http://irishcommunitycare.com/
1167704,09490223,GREATER TOGETHER MANCHESTER,Charitable company,Greater Together Manchester aims to provide leadership and support for anti-poverty work across Greater Manchester and Rossendale.,2016-06-17,"Greater Together Manchester, Church House (4th Floor), 90 Deansgate, Manchester",M3 2GH  ,0161 828 1409,info@greatertogethermanchester.org,www.greatertogethermanchester.org
1166128,NA,CAN-SURVIVE  UK,CIO,"Providing cultural sensitive support and information to people living with or affected by cancer. Activities include delivery of support groups, health and wellbeing related activities and workshops, to include yoga, talking therapy, art therapy, personal development, counselling; facilitation of focus groups and consultations and delivery of cancer awareness sessions and events.",2016-03-18,"Kath Locke Centre, 123 Moss Lane East, Manchester",M15 5DD ,0161 455 0211,info@can-survive.org.uk,www.can-survive.org.uk
1167416,NA,STRETFORD FOODBANK,CIO,We provide emergency food to people in crisis.,2016-06-02,"Stretford Foodbank, The Leathwaite Center, 229 Winchester Rd, Stretford",M32 9PT,07564387209,info@stretford.foodbank.org.uk,www.stretford.foodbank.org.uk
1169087,NA,GREATER MANCHESTER NESHOMO CIO,CIO,"the charity supports local people who suffer from enduring mental health problems, by recruiting volunteers who spend time with the clients, helping them gain confidence to reintegrate into the community; we train and supervise the volunteers.We work with the statutory services and families of the clients.",2016-09-08,"28 Moor Lane, Salford",M7 3WX,07939502432,NA,NA
1167420,NA,PROFESSIONALS BEIS MEDRASH NORTH,CIO,"Running of weekly educational courses, interactive parenting workshops, and provision of international one-on-one long distance learning. The charity also organises cross communal learning evenings and heritage trips abroad.",2016-06-02,"2 Harrogate Avenue, Prestwich, Manchester",M25 0LT,07917157958,pbmnorth@gmail.com,www.pbmuk.org
1167670,NA,VICTORY OUTREACH MANCHESTER,CIO,a) Weekly: i) 2 Services on Sundays -10am to 11:30am (Morning) & 12pm to 2pm (Afternoon)ii) Wednesday Evening Prayers - 18:30 to 20:30iii) Thursday Praise and Worship Practice - 7pm to 9pmiv) Friday Evening Life Groups - 7pm to 8pmMonthly:i) Every 1st Saturday -Men's Morning Prayer -08am to 10amii) Every 2nd Saturday - Women's Morning Prayer - 08am to 10am,2016-06-16,"19 Liverpool, Salford",NA,01617376624,finance@vomanchester.org,www.vomanchester.org
1167136,NA,BOWDON FESTIVAL,CIO,"For the public benefit, to advance improve, develop and maintain public education in, and appreciation of, the art and science of music, speech and drama in all their aspects, in particular but not exclusively, by providing an annual Festival of public performance by amateurs, with professional adjudication for performers and through the presentation of public concerts, masterclasses and recitals",2016-05-17,"Barbers Lane Cottage, Barbers Lane, Antrobus, Northwich",CW9 6JP,01606892748,susan@bowdonfestival.co.uk,www.bowdonfestival.co.uk
1170317,09698401,GREATER MANCHESTER LAW CENTRE,Charitable company,Greater Manchester Law Centre is set up to provide access to justice for people in need through the provision of legal advice and representation.,2016-11-22,"667 Stockport Road, Longsight, Manchester",M12 4QE,01617692244,info@gmlaw.org.uk,gmlaw.org.uk
1167842,NA,CREATING ADVENTURES,CIO,"Creating Adventures was created to brig laughter, stimulation and personal fulfilment to the lives of adults aged 18 plus with Autism and Learning Disabilities. We achieve this through the provision of activities to act as a source of therapy but also offering the adults the opportunity to socialise, develop communication skills and learn new skills for possible employment.",2016-06-24,"Creating Adventures, West 7, Rutherford House, Warrington Road, Birchwood, Warrington",WA3 6ZH,01925 594460,jenny.allcock@creatingadventures.co.uk,www.creatingadventures.co.uk
1172118,09646545,GORSE HILL STUDIOS CREATIVE COMMUNITY,Charitable company,"Gorse Hill Studios (GHS) is an independently-run youth arts charity which provides free/low cost, high quality, accessible and responsive creative services to young people between the ages of 8 and 25 who present with a wide range of issues, from mental health to those struggling or facing exclusion from mainstream education.",2017-03-17,"Gorse Hill Studios, Cavendish Road, Stretford, Manchester",M32 0PR,01618668356,carolinegleaves@gorsehillstudios.co.uk,www.gorsehillstudios.co.uk
1168234,09266897,OLIVE PATHWAY,Charitable company,"a) To provide specialist services to tackle domestic violence and abuse amongst ethnic minorities and toemphasise on the impact it has on children.(b) To educate , impact knowledge and raise awareness by conducting regular workshops on thefundamental effects and consequences of Domestic Violence.",2016-07-15,"Alderman Gatley House, Office 10, 1st Floor Hale Top, Wythenshawe, Manchester",M22 5RQ,07735236748,admin@olivepathway.org.uk,www.olivepathway.org.uk
1172658,NA,SEED STUDIOS,CIO,"Promote social inclusion for the public benefit by preventing people from becoming socially excluded relieving the needs of those people who are socially excluded and assisting them to integrate into society by providing a community music and arts serviceBased in Trafford, Greater Manchester",2017-04-20,"54-56, Seymour Grove, Old Trafford, Manchester",M16 0LN ,07764815335,enquiries@seedstudios.org,seedstudios.org
1168963,NA,MEDAID SERVICES COMMUNITY INITIATIVE,CIO,"1) to advance the education of the public in First Aid and defibrillation2) the protection and preservation of life through the provision of community public access defibrillators.3) supporting our community by using technology and team skills to identify, collate and publish information during adverse events",2016-08-30,"C/O Medaid Services Ltd, Unit 10a, Whittington Business Park, Oswestry, Shropshire",SY11 4ND,01691700999,enquiries@mascommunityinitiative.org.uk,www.mascommunityinitiative.org.uk
1168925,NA,THE TOY HOUSE,CIO,"The Toy House provides a hub for the local community, with a particular emphasis on those people with disabilities.  This service covers all ages.  We have volunteers of all ages and abilities.",2016-08-25,"91 Irlam Road, Flixton, Urmston, England",M41 6AP,0161 746 8185,email@thetoyhouse.org,www.thetoyhouse.org
1172183,NA,MYRIAD FOUNDATION CIO,CIO,"Promote community cohesion and social harmonyTackle poverty and isolation among socio-economically challenged demographics of society.Enlighten society on the true beliefs and teachings of Islam.Actively participate in existing projects and bring new projects that encourage inclusive welfare and relief?Establish links with educational, social and political establishments",2017-03-21,"Slade Lane Neighbourhood Centre, 642 Stockport Road, Manchester",M13 0RZ,07590512727,info@myriadfoundation.org,http://www.myriadfoundation.org
1176385,10823617,VENTURE ARTS,Charitable company,"PROVIDING: (A)PRACTICAL WORKSHOPS, TRAINING COURSES ANDMENTORING IN VARIOUS ART FORMS; (B)EVENTS, FESTIVALS AND WORK EXPERIENCEPROGRAMMES IN PARTNERSHIP WITH OTHER ORGANISATIONS AND SCHOOLS; AND (C)FACILITIESAND RESOURCES TO ENABLE THE CREATION OF ART.",2017-12-19,"Venture Arts, 43-45 Old Birley Street, Manchester",M15 5RF,01612321223,info@venturearts.org,https://venturearts.org/
1170877,NA,IGA-LEARNING CIO,CIO,"We deliver free English and computer classes to people who cannot access statutory education. We support people to be part of their community, reduce isolation, increase participation through various enjoyable activities and encourage socializing. We support people with form filling, life skills, housing issues, interpretation services and advocacy as well as signposting them to the right services",2016-12-21,"Oldham Town Mission, Lees Road, Oldham",OL4 1JW,07804634270,igaoldham@gmail.com,www.igalearning.co.uk
1171724,NA,YOM HASHOAH MANCHESTER,CIO,"The objects of The Charity are to advance the education of the public in Greater Manchester and surrounding areas, in the history and experiences of the Holocaust and in particular the history of European Jewry relevant to the Holocaust, and to organise the major Annual Holocaust Remembrance Service in the North West of England.",2017-02-21,"43 Old Hall Road, Salford",M7 4JF,07816090259,yomhashoahmanchester@gmail.com,NA
1170952,NA,BRIDGING THE GAP (MANCHESTER),CIO,"The prevention or relief of poverty and the relief of those in need, hardship or distress in Greater Manchester by providing services and activities aimed at alleviating the social exclusion of those disadvantaged by their social and/or economic circumstances, reducing inequality and building strong, sustainable communities that empower people to be independent and in control of their lives.",2017-01-03,"The Wesley Centre, Royce Road, Manchester",M15 5BP,07842093922,info@manchestersouthcentral.foodbank.org.uk,www.manchestersouthcentral.foodbank.org.uk
1171262,NA,FIRS COMMUNITY CENTRE,CIO,Developing and running a community building,2017-01-24,"66 Epsom Avenue, Sale",M33 4QX,07794372696,ralph_rudden@yahoo.co.uk,NA
1170767,NA,HUMPHREY PARK COMMUNITY ASSOCIATION,CIO,"Further or benefit residents of Trafford & beyond, without distinction of sex, sexual orientation, race or political, religious or other opinions; associating together residents & local authorities, voluntary & other organisations to advance education & provide facilities in the interests of social welfare for recreation and leisure time occupation to improve conditions of life for the residents.",2016-12-15,"The Community Centre, Humphrey Lane, Urmston, Manchester",M41 9PT ,07394630535,NA,www.humphreypark.org.uk
1171974,NA,CATCH THE FIRE - MANCHESTER,CIO,"Catch The Fire Manchester is a church community made up of people whose lives have been transformed by an encounter with God. We meet weekly on a Sunday morning to worship, pray, read scripture and fellowship together. We have mid week groups where there is opportunity for prayer ministry and peer support and we dedicate one evening a month to extended times of worship and encounter.",2017-03-09,"Gorse Hill Methodist Church, Wesley Street, Stretford, Manchester",M32 0GL,07977488736,kieron.densham@catchthefire.com,www.ctfmanchester.com
1170825,NA,URMSTON CHORAL SOCIETY,Other,"We perform 3 concerts a year in Urmston, repeated in neighbouring areas. Repertoire covers anything from popular classics to classical choral works (oratorio, mass, opera, etc), and in 2016 we performed a new work composed by our accompanist, specially commissioned for our 75th anniversary. In addition, we perform one-off concerts to raise money for charity at various venues around the area.",2016-12-19,"6 Aspull Close, Birchwood, Warrington",WA3 7NE ,01925496442,janetred51@gmail.com,www.urmstonchoral.wordpress.com
1172087,NA,MANCHESTER AND WARRINGTON AREA QUAKER MEETING (RELIGIOUS SOCIETY OF FRIENDS),CIO,"We hold Quaker Meetings for Worship in five locations across Manchester and Warrington.  Our Meetings are open to all, including children.We work to build peace, protect the environment and promote equality.  We raise money to support causes we believe in including work with destitute asylum seekers and work to relieve poverty.",2017-03-16,"Friends Meeting House, 6 Mount Street, Manchester",M2 5NS,01618345797,admin@manchesterquakers.org.uk,www.manchesterquakers.org.uk
1171377,NA,PEGASUS RDA,CIO,"Horse riding for children and adults with disabilities in Carrington, Trafford.",2017-01-30,"13 Kirkby Avenue, Sale, Cheshire",M33 3EP,07725113599,Pegasusrda@gmail.com,www.pegasus.org.uk
1174285,NA,NORTH WEST YOUTH THEATRE,CIO,To advance education of young people between the ages of 4 and 16 years in the north west through the performance arts including but not exclusively drama dance and music.,2017-08-16,"270a Lightbowne Road, Manchester",M40 5HQ,01612071617,NA,NA
1172180,NA,FRIENDS OF OLDFIELD BROW SCHOOL,Other,"Annual Summer Fair and RaffleMusic and Food Festival ""Eats and Beats"" in SpetemberHalloween DiscoCake SalesChristmas FairPre-loved Uniform Sales",2017-03-21,"Oldfield Brow Primary School, Taylor Road, Altrincham, Cheshire",WA14 4LE,07962136974,info@oldfieldbrowfriends.org.uk,NA
1173095,NA,JAMIA MASJID AYESHA EDUCATION CENTRE,CIO,Education/trainingThe Prevention Or Relief Of PovertyRecreation,2017-05-18,"81 Whitworth Road, Rochdale",OL12 0RD,07908859601,NA,NA
1173101,NA,FRIENDS OF PARK ROAD SCHOOL (SALE),Other,"Friends of Park Road Sale Primary SchoolFundraising throughout the school year to support the school in purchasing additional equipment for the children's needs.Fundraising activity includes Summer Fair, Quiz, Disco and cake sales.",2017-05-18,"Park Road Sale Primary School, Abbey Road, Sale",M33 6HT,01619731392,friendsprs@gmail.com,NA
1173915,NA,YOUNG GENERATION,CIO,"TO ADVANCE IN LIFE AND HELP  YOUNG PEOPLE THROUGH: (A) THE PROVISION OF RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE; (B) PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS MATURE AND RESPONSIBLE INDIVIDUALS",2017-07-24,"C/O Manchester Mesivta School, Beechwood, Charlton Avenue, Prestwich, Manchester",M25 0PH,01617731789,youngjgeneration@gmail.com,NA
1174498,09494810,MANCHESTER MUSLIMS BURIAL TRUST,Charitable company,"An independent, voluntary, non-profit, community burial and bereavement services organisation based in Old Trafford, Manchester run purely by volunteers.  We provide a unique, personal, empathetic service to bereaving families when losing a loved one. Our main purpose is to help, support and guide bereaving Muslim families in Manchester when a loved one passes away.",2017-09-04,"39 Lindum Avenue, Manchester",M16 9NQ,07817232267,yourmmbt@gmail.com,yourmmbt.org.uk
1175334,NA,STRETFORD CHILDREN'S THEATRE,CIO,"ACCESSIBLE, AFFORDABLE DRAMA AND SINGING GROUPS FOR LOCAL CHILDREN AND YOUNG PEOPLE AGED 4 AND ABOVE. ~ INCLUSIVE ~ FUN ~ CREATIVE ~",2017-10-24,"Stretford Public Hall, Chester Road, Stretford, Manchester",M32 0LG,07718287131,stretfordchildrenstheatre@gmail.com,www.stretfordchildrenstheatre.org.uk
1175769,NA,HIDDEN ALTRINCHAM FESTIVAL CIO,CIO,"TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE ARTS, SCIENCES AND THE HISTORY AND HERITAGE OF ALTRINCHAM BY THE PROVISION OF PUBLIC EVENTS, INCLUDING PERFORMANCES, EXHIBITIONS, WORKSHOPS, TALKS AND BY SUCH OTHER MEANS AS THE TRUSTEES MAY DETERMINE",2017-11-16,"Altrincham Open Studios C I O, 20 Stamford New Road, Altrincham",WA14 1EJ,07873263271,info@inch-arts.co.uk,http://inch-arts.co.uk
1176699,10790017,CITIZENS ADVICE GREATER MANCHESTER LIMITED,Charitable company,"The Charity's objects are to promote any charitable purpose for the health and benefit by the advancement of education, the protection and preservation of health and the relief of poverty and distress in particular, but without limitation for the benefit of the community in Greater Manchester.",2018-01-17,"Citizens Advice, 4th Floor, The Plaza, 100 Old Hall Street, Liverpool",L3 9QJ,07976278978,michael.stephenson@citizensadvicegm.org.uk,https://citizensadvicegm.org
1173721,NA,MANCHESTER AND SALFORD SAMARITANS,CIO,"TO ENABLE PERSONS IN MANCHESTER AND SALFORD AND THE SURROUNDING AREA AS WELL AS ELSEWHERE WHO ARE EXPERIENCING FEELINGS OF DISTRESS OR DESPAIR, INCLUDING THOSE WHO MAY BE AT RISK OF SUICIDE, TO RECEIVE CONFIDENTIAL EMOTIONAL SUPPORT AT ANY TIME OF THE DAY OR NIGHT IN ORDER TO IMPROVE THEIR EMOTIONAL HEALTH AND TO REDUCE THE INCIDENCE OF SUICIDE;",2017-07-07,"The Samaritans, 74 Oxford Street, Manchester",M1 5NH,01612367730,manchester@samaritans.org,NA
1173800,NA,LIV'S TRUST CHARITABLE INCORPORATED ORGANISATION,CIO,Liv's Trust has been set up to help under twenty-fives in Greater Manchester get help and receive education in music & dance. The charity is set up in loving memory of Olivia Paige Campbell-Hardy who was tragically taken from us in the Manchester Arena atrocity on the 22/05/17.,2017-07-12,"15 East Street, Radcliffe, Manchester",M26 2PN,07738658627,NA,www.livstrust.org.uk
1175662,NA,TIMPERLEY AMATEUR BOXING CLUB,CIO,"Boxing Training for adults and children, Travelling to competitions using usually the club minibus.This is not just for those taking part in the competition but we encourage support for those taking part.fitness Training for groups from local schools0001",2017-11-09,"23 Buttermere Drive, Alderley Edge",SK9 7WA,01565889235,timpabc@hotmail.co.uk,www.timperleyboxing.co.uk
1177160,10677798,THE JEWEL FOUNDATION,Charitable company,The relief of unemployment or financial hardship through the facilitation and provision of services to deliver economic and employment opportunities and to provide support for individuals to be self-sufficient and able to generate a sustainable income.,2018-02-14,"The Jewel Foundation, Sedgley Community Hub, Bishops Road, Prestwich, Manchester",M25 0HT,01617982123,NA,NA
1177183,NA,TRAFFORD HARD OF HEARING GROUP,Other,"The advancement of public education in raising awareness of issues of hearing loss and providing lip reading classes and training to the wider public.The promotion of social inclusion among people who are socially excluded from society, or parts of society, as a result of hearing loss by relieving the needs of those people who are socially excluded and assisting them to integrate into society.",2018-02-15,"65 Harboro Road, Sale",M33 6GE,07818017562,NA,https://www.traffordhardofhearing.group
1179731,NA,"FRIENDS OF VICTORIA PARK, STRETFORD",CIO,Run the Community Building / Community Cafe / Community Events.Work with Trafford Council to improve the park facilities.Work with Schools to provide education opportunities.Run gardening and walking for health sessions.Run sport and exercise provision in the park.Environmental / Biodiversity / Art  projects in the park.Work with other local community groups to improve Stretford.,2018-08-30,"The Friends Of Victoria Park, Victoria Park Community Building, Victoria Road, Stretford, Manchester",M32 0AD,01615231908,info@fovps.org.uk,www.fovps.org.uk
1174983,NA,"VICTORIA PARK INFANT SCHOOL PARENTS', FRIENDS' AND TEACHERS' ASSOCIATION",Other,"Raising funds for Victoria Park Infant School through events and activities such as Summer Fairs, Santa's grotto, cake sales, Curry & Quiz nights and raffles.",2017-10-04,"Victoria Park Infant School, Henshaw Street, Stretford, Manchester",M32 8BU,01618654778,victoriaparkinf.pfta@gmail.com,http://www.victoriaparkinfant.org/
1179838,NA,Bible Encounter Trust Charitable Incorporated Organisation,CIO,"PROVIDES VISITS TO LOCAL SCHOOLS,CHURCHES AND OTHER PLACES TAKING ASSEMBLIES,LESSONS OR OTHER TALKS AS REQUESTED PROVIDING BENEFIT FOR THE WHOLE COMMUNITY",2018-09-06,"7 Moseley Grange, Cheadle Hulme, Cheadle",SK8 5EZ,0161 485 6957,bibleencounter@outlook.com,www.bibleencounter.org
1179052,NA,MANCHESTER SCHOOLS' PE ASSOCIATION,CIO,"Manchester Schools' PE Association provides a programme of opportunity for schools to engage in sport, competition, physical activity, health & wellbeing and leadership.",2018-07-03,"Wright Robinson College, Abbey Hey Lane, Abbey Hey, Manchester",M18 8RL,01613705121,c.bland@wrightrobinson.co.uk,www.manchesterschoolspe.co.uk
1182186,NA,SALFORD FOOD SHARE NETWORK,CIO,"THE PREVENTION OR RELIEF OF POVERTY IN SALFORD AND SURROUNDING AREAS BY PROVIDING: GRANTS, ITEMS AND SERVICES TO INDIVIDUALS IN NEED AND CHARITIES OR OTHER ORGANISATIONS WORKING TO PREVENT OR RELIEVE POVERTY, BY:  WORKING WITH AND SUPPORTING OTHER CHARITIES AND CHARITABLE ORGANISATIONS INVOLVED IN REDUCING FOOD POVERTY;  THE COLLECTION AND DISTRIBUTION OF FOOD DONATIONS",2019-02-25,"Salford Citizens Advice, Langworthy Centre, 451 Liverpool Street, Salford",M6 5QQ,01612124406,salford.foodshare@gmail.com,NA
1180143,11379543,HALE AND DISTRICT HEBREW CONGREGATION LTD,Charitable company,"a) The advancement and promotion of the Jewish religion for the benefit of the publicb) The advancement of education in the Halacha, Orthodox Jewish Law and the provision and development of religious, educational and social activities for the members of the Hale and District Congregation",2018-10-01,"Hale & District Synagogue, 11 Shay Lane, Hale Barns, Altrincham",WA15 8NZ,01619808846,info@haleshule.com,www.haleshule.com
1180125,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF FLIXTON ST JOHN, MANCHESTER",Other,"The PCC provides a place of worship, provides services and makes grants to organisations in accordance with its purposes of advancing the Christian religion, educating people about the religion, exercising pastoral care and outreach and engaging in missionary and evangelical work.",2018-09-28,"C/O St. Johns Vicarage, Irlam Road, Urmston, Manchester",M41 6AP,01617489999,robert_beale@hotmail.com,http://www.stjohnsflixton.org.uk/
1185685,11468577,GREATER MANCHESTER CHAMBER COMMUNITIES FOUNDATION,Charitable company,"The charity facilitates access for the disadvantaged to services provided by other charitable organisations and volunteer groups and providing access to quality facilities, including a co-working space.",2019-10-08,"Gmcc, Elliot House, 151 Deansgate, Manchester",M3 3WD,01613934321,info@gmchamber.co.uk,www.gmchamber.co.uk/gmchamber-communities-foundation
1183084,NA,THRIVE MANCHESTER,CIO,Work in health prevention and support,2019-04-24,"Benchill Community Centre, Benchill Road, Manchester",M22 8EJ,07921291093,DAVE@THRIVEMANCHESTER.ORG.UK,NA
1180418,NA,THE MAYOR OF GREATER MANCHESTER'S CHARITY,Trust,To advance any such charitable purpose for the general benefit of the inhabitants of Greater Manchester (according to the land of England and Wales) as the Trustees shall see fit from time to time and in particular (but without prejudice to the generality of the foregoing) the relief of poverty and distress of people who are suffering from the effects of homelessness or the threat of homelessness.,2018-10-23,"Tootal Buildings, Broadhurst House, 56 Oxford Street, Manchester",M1 6EU,07977135943,enquiries@gmmayorscharity.org.uk,www.gmmayorscharity.org.uk
1181407,NA,THE FRIENDS OF MANOR ACADEMY SALE,Other,Raise funds to provide and assist in the provision of facilities (those not required to be provided by the local education authority) for the children and young people at Manor Academy in Sale.,2019-01-03,"Manor Academy, Manor Avenue, Sale",M33 5JX,01619761553,NA,NA
1182807,NA,CHABAD COMMUNITY CARE,CIO,"Providing opportunities for regular social contact and for enriching the quality of life for the elderly and the isolated in the community (including young people with mental health, bullying or abuse issues), and providing housing and homeless support, crisis intervention, emergency funds, counselling, advocacy, bereavement support, etc.",2019-04-04,"49 Singleton Road, Salford",M7 4NA,01619299999,calendar@elubavitch.com,NA
1171531,NA,MANCHESTER RUGBY UNION DEVELOPMENT GROUP,CIO,"Promote amateur sport by supporting schools, universities, colleges and clubs with coaching, equipment and organizing tournaments.",2017-02-08,"2 Bamford Grove, Manchester",M20 2FF,07843942029,NA,NA
1181067,NA,TIMPERLEY DOFE AWARD CENTRE,CIO,Operation of a Duke of Edinburgh Award Centre,2018-12-10,"C/O Altrincham Kersal Rugby Club, Stelfox Avenue, Timperley, Altrincham, Cheshire",WA15 6UL,07342122144,membership@dofetimperley.org.uk,www.dofetimperley.org.uk
1183646,NA,WYTHENSHAWE SAFESPOTS CHARITABLE INCORPORATED ORGANISATION,CIO,"The organisation works with  women and their families to relieve the distress and suffering experienced as a result of domestic violence in, but not exclusively, South Manchester by the provision of outreach and drop in services which provide advice education and guidance.",2019-05-30,"Alderman Downward House, The Birtles, Civic Centre, Wythenshawe, Manchester",M22 5RF,07873889637,info@safespots.org.uk,www.safespots.org.uk
1132944,03556346,EMERGE 3RS,Charitable company,Zero Waste and environmental awareness education and information; food surplus redistribution to beneficiary organisations and food awareness work including cookery and vegetable growing for the wider community. Employability training and work work experience activities engaging local people in volunteering and apprenticeships.,2009-11-24,"Maynard House, New Smithfield Market, Manchester, Manchester",M11 2WJ,01612238200,lucy@emergemanchester.co.uk,www.emergemanchester.co.uk
1070668,03450197,MANCHESTER YOUNG LIVES LTD,Charitable company,"Manchester Young Lives provides open access play,youth engagement and educational activities to children and young people in Manchester. We provide dedicated support and learning through activities which enable the physical, social, emotional and educational development of children and young people which assists in improving their life chances and making a successful transition to adult life.",1998-07-23,"The Addy Young, People's Centre, Woodhouse Lane, Manchester",M22 9TF,0161 437 5923,info@manchesteryounglives.org.uk,www.manchesteryounglives.org.uk
1183979,NA,GRIT STREET AID,CIO,"Grit Street Aid provides mobile assistance to rough sleepers and the homeless throughout  Greater Manchester. We offer help to people where they live on the street, and provide food, clothing, bedding and other essentials. Our primary aim is to build solid relationships with all our service users, and encourage them over time to engage with other services.",2019-06-19,"6 Trojan Gardens, Salford",M7 2JP,07874033018,infogrit316@gmail.com,NA
1114489,05577388,T.H.O.M.A.S (THOSE ON THE MARGINS OF A SOCIETY),Charitable company,"The charity activities include drug and alcohol rehabilitation, residential support / dispersed housing support in the community and a  drop-in-centre for homeless people.  Equally, it provides social enterprise, supporting people back into employment. It also educates the public about addiction and social exclusion.",2006-06-01,"T H O M A S, St. Annes Rc Presbytery, France Street, Blackburn",BB2 1LX,0125459240,james.mccartney@thomasonline.org.uk,http://www.thomasonline.org.uk
1181504,NA,TRAFFORD SOUTH FOODBANK,CIO,"Providing emergency food, essential toiletries and household items to individuals and families in need and/or for distribution  by charities or other organisations working to prevent or relieve poverty.",2019-01-10,"St. Albans Vicarage, Lindsell Road, West Timperley, Altrincham",WA14 5NX,07749378447,info@traffordsouth.foodbank.org.uk,NA
1171817,08290395,Citizens Advice SORT Group,Charitable company,"To provide free, independant, impartial and confidential advice.",2017-02-28,"Citizens Advice Bureau, 1-2 Ascroft Court, Peter Street, Oldham",OL1 1HP ,--,governance@casort.org,www.casort.org
