name,type,address,postcode,area_name,long,lat
Lighthouse Fish Bar,Takeaway/sandwich shop," 14 North Parade, Sale",M33 3JS,Trafford,-2.308508,53.413339
Lively Lobster Fish and Chips,Takeaway/sandwich shop," 77a Manor Avenue, Sale",M33 5JS,Trafford,-2.353108,53.427075
Lotus Fast Food,Takeaway/sandwich shop," 177 Canterbury Road, Davyhulme, Manchester",M41 0SE,Trafford,-2.345195,53.455143
Lou Macaris Chip Shop,Takeaway/sandwich shop," 684 Chester Road, Stretford, Manchester",M32 0SF,Trafford,-2.288629,53.461396
McCarthy Bakery,Takeaway/sandwich shop," 174 Washway Road, Sale",M33 6RH,Trafford,-2.33057904243469,53.421142578125
McDonald's Restaurants,Takeaway/sandwich shop," 1235 Chester Road, Stretford, Manchester",M32 8NB,Trafford,-2.30933,53.443655
Mia's,Takeaway/sandwich shop," 2a Taylors Road, Stretford, Manchester",M32 0JA,Trafford,-2.300122,53.455183
Millies Cookies,Takeaway/sandwich shop," 108 Peel Avenue, The Trafford Centre, Manchester",M17 8BL,Trafford,-2.34902,53.466187
Mizan Tandoori,Takeaway/sandwich shop," 3 Bowfell Road, Urmston, Manchester",M41 5RW,Trafford,-2.366352,53.451538
Mumtaz,Takeaway/sandwich shop,"Trafford Hall Hotel, 23 Talbot Road, Stretford, Manchester",M16 0PE,Trafford,-2.27887,53.4615
Nationale 7,Takeaway/sandwich shop,"Street Record, Central Way, Altrincham",WA14 1SB,Trafford,-2.351071,53.386246
Navigation Fish Bar,Takeaway/sandwich shop," 10 Navigation Road, Altrincham",WA14 1NF,Trafford,-2.34916,53.397047
Neptune,Takeaway/sandwich shop," 181a Moorside Road, Flixton, Manchester",M41 5SJ,Trafford,-2.370723,53.452099
New Rainbow,Takeaway/sandwich shop," 214 Church Road, Flixton, Manchester",M41 9DX,Trafford,-2.36549,53.444125
No 1 Chinese Takeaway,Takeaway/sandwich shop," 12 Brooklands Road, Sale",M33 3SQ,Trafford,-2.325249,53.416844
Oribox / Park View,Takeaway/sandwich shop," 50 Washway Road, Sale",M33 7QZ,Trafford,-2.327471,53.423993
Oriental Express,Takeaway/sandwich shop," 914 Chester Road, Stretford, Manchester",M32 0PA,Trafford,-2.299406,53.453963
Oscar's,Takeaway/sandwich shop," 26 Seymour Grove, Old Trafford, Manchester",M16 0LH,Trafford,-2.276745,53.461316
Pany's Fish Bar,Takeaway/sandwich shop," 157 Northenden Road, Sale, Cheshire",M33 2HS,Trafford,-2.303245,53.42004
Papa Johns Perfect Pizza,Takeaway/sandwich shop," 388 Washway Road, Sale",M33 4JH,Trafford,-2.345432,53.40833
Papachino,Takeaway/sandwich shop," 22 Railway Street, Altrincham",WA14 2RE,Trafford,-2.351844,53.385129
Parkers of Salford,Takeaway/sandwich shop," 137 Park Road, Stretford, Manchester",M32 8FB,Trafford,-2.317034,53.453127
Partington Fish Bar and Grill,Takeaway/sandwich shop,"Unit 1 Partington Shopping Centre, Central Road, Partington",M31 4FL,Trafford,-2.425447,53.417688
Patisserie Valerie within Selfridges,Takeaway/sandwich shop,"1 The Dome,  Trafford Park, Manchester",M17 8DF,Trafford,-2.34902,53.466187
Pearl Garden,Takeaway/sandwich shop," 171 Moorside Road, Urmston, Manchester",M41 5SJ,Trafford,-2.370724,53.4521
Pickles,Takeaway/sandwich shop,"Cedar Technology Centre, Atlantic Street, Altrincham",WA14 5DZ,Trafford,-2.366873,53.396715
Pig on a Spit,Takeaway/sandwich shop," Carrington Business Park, Manchester Road, Carrington",M31 4DD,Trafford,-2.400171,53.430585
Pino's Snack Shak,Takeaway/sandwich shop,"Unit 5 Stretford Motorway Estate, Caledonia Way, Trafford Park, Manchester",M32 0ZH,Trafford,-2.329592,53.462818
Pix Pizza,Takeaway/sandwich shop," 19 Shaws Road, Altrincham",WA14 1QU,Trafford,-2.351173,53.387558
Pizza Express,Takeaway/sandwich shop," 142 Ashley Road, Hale Altrincham, Cheshire",WA14 2UN,Trafford,-2.349054,53.37854
Pizza Hut,Takeaway/sandwich shop," 396 Washway Road, Sale, Cheshire",M33 4JH,Trafford,-2.345432,53.40833
Prepped 2 Go,Takeaway/sandwich shop," 140 Ashley Road, Hale, Altrincham",WA14 2UN,Trafford,-2.34905409812927,53.3785400390625
Recipe,Takeaway/sandwich shop," 5 Marsland Road, Sale",M33 3HP,Trafford,-2.30482,53.419298
Roosters,Takeaway/sandwich shop," 214 Manchester Road, Altrincham",WA14 5LU,Trafford,-2.352097,53.401182
Sajan Takeaway,Takeaway/sandwich shop," 14 Northenden Road, Sale, Cheshire",M33 3BR,Trafford,-2.316966,53.423824
Sayers,Takeaway/sandwich shop," 9 Davyhulme Circle, Urmston, Manchester",M41 0ST,Trafford,-2.357485,53.457147
Sayers,Takeaway/sandwich shop," 469 Moorside Road, Urmston, Manchester",M41 8TW,Trafford,-2.391387,53.452429
Sayers,Takeaway/sandwich shop," 228 Stockport Road, Timperley Altrincham, Cheshire",WA15 7UN,Trafford,-2.319128,53.397041
Sayers,Takeaway/sandwich shop," 20 Green Lane, Sale, Cheshire",M33 5PP,Trafford,-2.341873,53.429652
Sayers,Takeaway/sandwich shop," 171 Canterbury Road, Urmston, Manchester",M41 0SE,Trafford,-2.345195,53.455143
Shiva Indian Takeaway,Takeaway/sandwich shop," 83 Great Stone Road, Stretford, Manchester",M32 8GR,Trafford,-2.286284,53.453015
Spicey Chef,Takeaway/sandwich shop," 398 Barton Road, Stretford, Manchester",M32 9RW,Trafford,-2.32587,53.454613
Starving Man,Takeaway/sandwich shop," 10 Lloyd Street, Altrincham, Cheshire",WA14 2DE,Trafford,-2.351581,53.38424
Subway,Takeaway/sandwich shop," 682 Chester Road, Stretford, Manchester",M32 0SF,Trafford,-2.288629,53.461396
Subway,Takeaway/sandwich shop," 24-26 Flixton Road, Urmston",M41 5AA,Trafford,-2.354913,53.448615
Subway,Takeaway/sandwich shop,"Within, BP Petrol Station, Stretford Circle, Audley Avenue Stretford",M32 9TR,Trafford,-2.336501,53.456516
Taniya's,Takeaway/sandwich shop," 166 Northenden Road, Sale, Cheshire",M33 3HE,Trafford,-2.304674,53.419991
That Pizza Place Ltd,Takeaway/sandwich shop," 323 Hale Road, Hale Barns Altrincham, Cheshire",WA15 8SS,Trafford,-2.313722,53.369488
The Good Catch,Takeaway/sandwich shop," 59 Brook Road, Urmston, Manchester",M41 5RY,Trafford,-2.374978,53.451206
The Good Catch,Takeaway/sandwich shop," 160 Stamford Park Road, Hale Altrincham, Cheshire",WA15 8AL,Trafford,-2.336762,53.382953
Tibetan Kitchen,Takeaway/sandwich shop," 254 Upper Chorlton Road, Old Trafford, Manchester",M16 0BN,Trafford,-2.272296,53.450873
Urmston Takeaway,Takeaway/sandwich shop," 76 Railway Road, Urmston, Manchester",M41 0XT,Trafford,-2.34634,53.44971
WA14,Takeaway/sandwich shop," 120 Ashley Road, Hale, Altrincham",WA14 2UN,Trafford,-2.34905409812927,53.3785400390625
Whittakers,Takeaway/sandwich shop," 12 Station Road, Urmston, Manchester",M41 9JN,Trafford,-2.353096,53.447354
Wrap It In,Takeaway/sandwich shop,"392 Lloyd House, Third Avenue, Trafford Park, Manchester",M17 1JE,Trafford,-2.310246,53.466034
Yuit Loung,Takeaway/sandwich shop," 95 Oak Road, Partington, Manchester",M31 4LD,Trafford,-2.436214,53.411115
Boyko's Deli,Takeaway/sandwich shop," 315 Hale Road, Hale Barns, Altrincham",WA15 8SS,Trafford,-2.313722,53.369488
Bread Station,Takeaway/sandwich shop," 2 School Road, Sale",M33 7XY,Trafford,-2.319786,53.424608
Dynasty,Takeaway/sandwich shop," 101 Wood Lane, Timperley, Altrincham",WA15 7PG,Trafford,-2.320117,53.388688
Express Woks Cooking Ltd,Takeaway/sandwich shop," 215 Woodhouse Lane East, Timperley Altrincham, Cheshire",WA15 6AS,Trafford,-2.323117,53.40743
Good Choice,Takeaway/sandwich shop," 7a Regent Road, Altrincham",WA14 1RY,Trafford,-2.352059,53.38565
Good Fortune,Takeaway/sandwich shop," 194 Marsland Road, Sale",M33 3NE,Trafford,-2.320276,53.417756
Happy House,Takeaway/sandwich shop," 6 Woodfield Road, Broadheath Altrincham, Cheshire",WA14 4EU,Trafford,-2.352997,53.397198
Hungry Fish,Takeaway/sandwich shop," 89b Ayres Road, Old Trafford, Manchester",M16 7GS,Trafford,-2.26763010025024,53.4584426879883
KFC,Takeaway/sandwich shop," 9 The Orient, The Trafford Centre, Manchester",M17 9EF,Trafford,-2.32889,53.46778
LA Pizza and Grill,Takeaway/sandwich shop," 77 Manchester Road, Altrincham",WA14 4RJ,Trafford,-2.352437,53.396804
Ma's Chinese Take Away,Takeaway/sandwich shop," 145 Manchester Road, Altrincham",WA14 5NS,Trafford,-2.352726,53.399068
Madras Spice,Takeaway/sandwich shop," 180 Northenden Road, Sale",M33 2SR,Trafford,-2.302625,53.419699
Masala Bangladeshi,Takeaway/sandwich shop," 8 Church Street, Altrincham, Cheshire",WA14 4DW,Trafford,-2.349928,53.389809
Mella Pizza,Takeaway/sandwich shop," 3 Marsland Road, Sale",M33 3HP,Trafford,-2.304819,53.419298
Miami Fried Chicken,Takeaway/sandwich shop," 2 The Circle, Stretford, Manchester",M32 9TR,Trafford,-2.336501,53.456516
Mr Yu,Takeaway/sandwich shop," 2 James Street, Sale, Cheshire",M33 3HN,Trafford,-2.303537,53.420848
Pine's Pantry Cafe,Takeaway/sandwich shop," 16 Moss Road, Stretford, Manchester",M32 0AH,Trafford,-2.310033,53.451221
Pinocchios,Takeaway/sandwich shop," 10 Station Road, Urmston, Manchester",M41 9JN,Trafford,-2.353096,53.447354
Sayers,Takeaway/sandwich shop," 47 Stretford Mall, Stretford, Manchester",M32 9BB,Trafford,-2.310832,53.445215
Sayers,Takeaway/sandwich shop," Unit 5 Partington Shopping Centre, Partington",M31 4EL,Trafford,-2.425437,53.418174
Seaway Fish And Chips,Takeaway/sandwich shop," 18 Green Lane, Sale",M33 5PP,Trafford,-2.341873,53.429652
Spice of India,Takeaway/sandwich shop," 95 Higher Road, Urmston, Manchester",M41 9AP,Trafford,-2.34839,53.448122
SpuduLike,Takeaway/sandwich shop," 3 The Orient, The Trafford Centre, Manchester",M17 8EH,Trafford,-2.34902,53.466187
Subway,Takeaway/sandwich shop," 332 Manchester Road, West Timperley Altrincham, Cheshire",WA14 5NH,Trafford,-2.346576,53.406601
Taftan Tandoori,Takeaway/sandwich shop," 178-180 Chorlton Road, Old Trafford, Manchester",M16 7WW,Trafford,-2.258569,53.45938
The New Don,Takeaway/sandwich shop," 2 Church Street, Altrincham",WA14 4DW,Trafford,-2.349928,53.389809
The Pepper Mill,Takeaway/sandwich shop," 181 Marsland Road, Sale",M33 3ND,Trafford,-2.320483,53.417333
The Shake Lab,Takeaway/sandwich shop," 107 The Orient, Trafford Centre, Trafford Park",M17 8EH,Trafford,-2.34902,53.466187
The Stretford Balti Takeaway,Takeaway/sandwich shop," 230 Derbyshire Lane West, Stretford, Manchester",M32 9LD,Trafford,-2.320799,53.45113
The Village Chippy,Takeaway/sandwich shop," 400 Third Avenue, Trafford PArk",M17 1JE,Trafford,-2.310246,53.466034
Theo's Fine Kettle Of Fish,Takeaway/sandwich shop," 4 Shaftesbury Avenue, Timperley Altrincham, Cheshire",WA15 7LY,Trafford,-2.328258,53.391435
Tick Tock Shakes Ltd,Takeaway/sandwich shop," 17 Moss Lane West, Old Trafford, Manchester",M15 5PQ,Trafford,-2.256508,53.459744
Torontos Canadian Charcoal,Takeaway/sandwich shop," 87 Manchester Road, Altrincham",WA14 4RJ,Trafford,-2.352437,53.396804
Turkish Grill (Sale),Takeaway/sandwich shop," 49 Washway Road, Sale",M33 7AB,Trafford,-2.327301,53.42341
Vivianne,Takeaway/sandwich shop," 61 Briarfield Road, Timperley, Altrincham",WA15 7DD,Trafford,-2.311665,53.392423
Vivianne,Takeaway/sandwich shop," 72 School Road, Sale, Cheshire",M33 7XB,Trafford,-2.323781,53.425532
Wing Lee,Takeaway/sandwich shop," 20 Seymour Grove, Old Trafford, Manchester",M16 0LH,Trafford,-2.276745,53.461316
Wing Wah,Takeaway/sandwich shop," 68 Old Crofts Bank, Davyhulme, Manchester",M41 7AB,Trafford,-2.357326,53.456168
Wok 191 Chinese Takeaway,Takeaway/sandwich shop," 191 Woodsend Road, Flixton, Manchester",M41 8QW,Trafford,-2.39400196075439,53.4567718505859
Xpress pizza,Takeaway/sandwich shop," 159 Northenden Road, Sale",M33 2HS,Trafford,-2.303245,53.42004
A Taste of India,Takeaway/sandwich shop," 6 Greenwood Street, Altrincham, Cheshire",WA14 1RZ,Trafford,-2.352173,53.386728
Altrincham Fish Bar,Takeaway/sandwich shop," 42 Greenwood Street, Altrincham, Cheshire",WA14 1RZ,Trafford,-2.352173,53.386728
Aminah Tandoori,Takeaway/sandwich shop," 2 Peter Street, Altrincham",WA14 2DS,Trafford,-2.352011,53.38352
Bocadillo,Takeaway/sandwich shop," 226 Stockport Road, Timperley Altrincham, Cheshire",WA15 7UA,Trafford,-2.320585,53.39684
Canadian Charcoal Pit,Takeaway/sandwich shop," 80 Washway Road, Sale",M33 7RE,Trafford,-2.328398,53.423227
Captain Cod,Takeaway/sandwich shop," 287 Stretford Road, Urmston, Manchester",M41 9NU,Trafford,-2.3291,53.445903
Captain Cod,Takeaway/sandwich shop," 8 Northenden Road, Sale, Cheshire",M33 3BR,Trafford,-2.316966,53.423824
Charcoal Grill Fish Bar,Takeaway/sandwich shop,"Partington Service Station, 15 Smithy Lane, Partington, Manchester",M31 4RB,Trafford,-2.425463,53.419235
Chau's Takeaway,Takeaway/sandwich shop," 6 Lostock Road, Urmston, Manchester",M41 0PS,Trafford,-2.355818,53.457763
China Town,Takeaway/sandwich shop," 167 Broadway, Davyhulme, Manchester",M41 7NW,Trafford,-2.372471,53.458971
China Town Takeaway,Takeaway/sandwich shop," 153 Barton Road, Stretford, Manchester",M32 8DN,Trafford,-2.314259,53.446446
Chopsticks House,Takeaway/sandwich shop," 30 Moss Lane, Altrincham, Cheshire",WA15 8HW,Trafford,-2.343521,53.385882
Coppice Fish Bar,Takeaway/sandwich shop," 56 Coppice Avenue, Sale",M33 4WB,Trafford,-2.348783,53.415277
Crispy Cod,Takeaway/sandwich shop," 387 Washway Road, Sale",M33 4FJ,Trafford,-2.34402108192444,53.4087295532227
Crispy Cottage Food Ltd,Takeaway/sandwich shop," 149 Barkway Road, Stretford, Manchester",M32 9DX,Trafford,-2.326334,53.44653
Dixy Chicken,Takeaway/sandwich shop," 113 Washway Road, Sale",M33 7TY,Trafford,-2.32996106147766,53.421012878418
Dragon City,Takeaway/sandwich shop," 392 Washway Road, Sale",M33 4JH,Trafford,-2.345432,53.40833
Flamin Chicken,Takeaway/sandwich shop," 119 Washway Road, Sale",M33 7TY,Trafford,-2.329961,53.421011
Gar Pan,Takeaway/sandwich shop," 526 Stretford Road, Manchester",M16 9AF,Trafford,-2.266492,53.464279
Genie,Takeaway/sandwich shop,"Genie Takeaway, 30 Seymour Grove, Old Trafford, Manchester",M16 0LH,Trafford,-2.276745,53.461316
Golden Bowl,Takeaway/sandwich shop," 11 Hope Road, Sale",M33 3AB,Trafford,-2.31922,53.423386
Guang's House,Takeaway/sandwich shop," 363 Norris Road, Sale",M33 2UP,Trafford,-2.298682,53.415224
Kongs Takeaway,Takeaway/sandwich shop," 4 Woodsend Road, Urmston, Manchester",M41 8QT,Trafford,-2.391146,53.449114
Lucky Cherry,Takeaway/sandwich shop," 156 Washway Road, Sale",M33 6RH,Trafford,-2.330579,53.421144
Milano,Takeaway/sandwich shop," 63 Flixton Road, Urmston, Manchester",M41 5AN,Trafford,-2.358613,53.448038
Millies Cookies,Takeaway/sandwich shop,"13 The Orient,  Trafford Centre, Trafford",M17 8BL,Trafford,-2.34902,53.466187
Ming Dynasty Chinese Takeaway,Takeaway/sandwich shop," 237 Talbot Road, Stretford, Manchester",M32 0YW,Trafford,-2.295237,53.454198
NASV Sandwich Bar Cafe,Takeaway/sandwich shop," 2 Upper Chorlton Road, Manchester",M16 7RN,Trafford,-2.259977,53.458109
New Bowdon Takeaway,Takeaway/sandwich shop," 7 Huxley Terrace Vicarage Lane, Bowdon Altrincham, Cheshire",WA14 3ET,Trafford,-2.360841,53.371664
New Century 2000,Takeaway/sandwich shop," 28 Davyhulme Road East, Stretford, Manchester",M32 0DW,Trafford,-2.303377,53.451131
Osechi One,Takeaway/sandwich shop," 23 School Road, Sale",M33 7XX,Trafford,-2.321172,53.424793
Peri Hut,Takeaway/sandwich shop," 912 Chester Road, Stretford, Manchester",M32 0PA,Trafford,-2.299406,53.453963
Peter Pan,Takeaway/sandwich shop," 173 Church Road, Urmston, Manchester",M41 6EA,Trafford,-2.367645,53.442609
Pinocchios,Takeaway/sandwich shop," 73 Cross Street, Sale",M33 7HF,Trafford,-2.323316,53.427735
Pinocchios,Takeaway/sandwich shop," 220 Stockport Road, Altrincham",WA15 7UA,Trafford,-2.320585,53.39684
Red Devils,Takeaway/sandwich shop," 680 Chester Road, Stretford, Manchester",M32 0SF,Trafford,-2.288629,53.461396
Red Dragon,Takeaway/sandwich shop," 1 Bowfell Road, Urmston, Manchester",M41 5RW,Trafford,-2.366352,53.451538
Riddings Tandoori,Takeaway/sandwich shop," 30 Riddings Road, Timperley, Altrincham",WA15 6BP,Trafford,-2.331307,53.404433
Seriously Good Food,Takeaway/sandwich shop," 80 School Road, Sale",M33 7XB,Trafford,-2.323781,53.425532
Shamnah Balti Takeaway,Takeaway/sandwich shop," 471 Moorside Road, Urmston, Manchester",M41 8TW,Trafford,-2.391387,53.452429
Shere Khan Express,Takeaway/sandwich shop," 6 The Orient, The Trafford Centre, Manchester",M17 8EH,Trafford,-2.34902,53.466187
Silver Palace,Takeaway/sandwich shop," 22 Moss Road, Stretford, Manchester",M32 0AH,Trafford,-2.310033,53.451221
Spice of India,Takeaway/sandwich shop," 13 Marsland Road, Sale, Cheshire",M33 3HP,Trafford,-2.30482,53.419298
Spice Valley,Takeaway/sandwich shop," 65 Great Stone Road, Stretford, Manchester",M32 8GR,Trafford,-2.286284,53.453015
Spices of Kashmir,Takeaway/sandwich shop," 89 Ayres Road, Old Trafford, Manchester",M16 7GS,Trafford,-2.26763,53.458443
Star Pizza II,Takeaway/sandwich shop," 17 Ashfield Road, Sale, Cheshire",M33 7DY,Trafford,-2.320744,53.425863
Sylvia's,Takeaway/sandwich shop," 101 Manchester Road, Altrincham",WA14 4RL,Trafford,-2.352441,53.397352
Tastebuds (UK) Ltd,Takeaway/sandwich shop," 1 School Road, Sale",M33 7XY,Trafford,-2.319786,53.424607
The Asha,Takeaway/sandwich shop," 42 Green Lane, Sale",M33 5PP,Trafford,-2.341873,53.429652
The Beehive,Takeaway/sandwich shop," 8a Stockport Road, Timperley, Altrincham",WA15 8ET,Trafford,-2.345119,53.390165
The Cabin,Takeaway/sandwich shop," 150 Grove Lane, Timperley Altrincham, Cheshire",WA15 6PD,Trafford,-2.323052,53.39695
The First Chinese Takeaway,Takeaway/sandwich shop," 139 Glebelands Road, Sale, Cheshire",M33 6LP,Trafford,-2.329335,53.431485
Urmston Kurry House,Takeaway/sandwich shop," 83 Stretford Road, Urmston, Manchester",M41 9LG,Trafford,-2.347848,53.446335
Us Four,Takeaway/sandwich shop,"Former Ticket Office Brooklands Metro Station, Marsland Road, Sale",M33 3SQ,Trafford,-2.325249,53.416844
Wing Express,Takeaway/sandwich shop," 20 Plymouth Road, Sale",M33 5JD,Trafford,-2.351724,53.427043
Wing Sing,Takeaway/sandwich shop," 32 Riddings Road, Timperley Altrincham, Cheshire",WA15 6BP,Trafford,-2.331307,53.404433
Wok Inn,Takeaway/sandwich shop," 84 Park Road, Timperley, Altrincham",WA14 5AB,Trafford,-2.341006,53.404216
Wok Inn,Takeaway/sandwich shop," 2 Lloyd Street, Altrincham",WA14 2DE,Trafford,-2.351581,53.38424
Womble Inn,Takeaway/sandwich shop," 61 School Road, Sale",M33 7YF,Trafford,-2.323794,53.425208
Barmy Barries,Takeaway/sandwich shop," 424a Barton Road, Stretford, Manchester",M32 9RW,Trafford,-2.32587,53.454613
Brunch Blvd 7,Takeaway/sandwich shop," 3-5 Barton Road, Stretford, Manchester",M32 9FA,Trafford,-2.313053,53.442171
Canada Grill,Takeaway/sandwich shop," 138 Ashley Road, Hale Altrincham, Cheshire",WA14 2UN,Trafford,-2.349054,53.37854
Captain Cook,Takeaway/sandwich shop," 908 Chester Road, Stretford, Manchester",M32 0PA,Trafford,-2.299406,53.453963
Crispy Bites,Takeaway/sandwich shop," 1a Catterick Avenue, Sale",M33 4GQ,Trafford,-2.359535,53.412764
Feng Sheng,Takeaway/sandwich shop," 412 Flixton Road, Urmston, Manchester",M41 6QY,Trafford,-2.383624,53.446558
Golden Apple,Takeaway/sandwich shop," 38 Davyhulme Road East, Stretford, Manchester",M32 0DW,Trafford,-2.303377,53.451131
Harvest Grain,Takeaway/sandwich shop," 25 Stamford Street, Altrincham, Cheshire",WA14 1EX,Trafford,-2.348434,53.389121
Ishy's,Takeaway/sandwich shop," 105 Oak Road, Partington, Manchester",M31 4LD,Trafford,-2.436214,53.411115
Kakon Indian Takeaway,Takeaway/sandwich shop," 5 Ashton Lane, Sale, Cheshire",M33 6WT,Trafford,-2.326537,53.425767
Kara Chippery and Curry House,Takeaway/sandwich shop," 123 Stamford Street, Old Trafford, Manchester",M16 9LT,Trafford,-2.262249,53.460199
Lotus House,Takeaway/sandwich shop," 389 Stockport Road, Altrincham",WA15 7UR,Trafford,-2.317225,53.398008
Mughal,Takeaway/sandwich shop," 86 Park Road, Timperley, Altrincham",WA14 5AB,Trafford,-2.341007,53.404217
New Joy's House,Takeaway/sandwich shop," 136 Northenden Road, Sale, Cheshire",M33 3HE,Trafford,-2.304674,53.419991
Oldfield Tandoori,Takeaway/sandwich shop," 122 Seamons Road, Altrincham",WA14 4LJ,Trafford,-2.370871,53.392982
Peter Pan Pizza,Takeaway/sandwich shop," 880 Chester Road, Stretford, Manchester",M32 0PA,Trafford,-2.299406,53.453963
Rajdan,Takeaway/sandwich shop," 401 Stockport Road, Timperley, Altrincham",WA15 7UR,Trafford,-2.317405,53.397935
Rosita's Pizzeria,Takeaway/sandwich shop," 73 Princess Road, Urmston, Manchester",M41 5SQ,Trafford,-2.365569,53.451523
Saffron Balti,Takeaway/sandwich shop," 81 Manchester Road, Altrincham",WA14 4RJ,Trafford,-2.352436,53.396803
Samuels,Takeaway/sandwich shop," 164 Northenden Road, Sale, Cheshire",M33 3HE,Trafford,-2.304674,53.419991
Seven Ways,Takeaway/sandwich shop," 224 Derbyshire Lane West, Stretford, Manchester",M32 9LD,Trafford,-2.320799,53.45113
Sorento Pizzeria,Takeaway/sandwich shop," 19-21 Green Lane, Sale, Cheshire",M33 5PN,Trafford,-2.3424,53.429668
Taste India,Takeaway/sandwich shop," 383 Stockport Road, Timperley Altrincham, Cheshire",WA15 7UR,Trafford,-2.317225,53.398008
Tele Pizza,Takeaway/sandwich shop," 29 Flixton Road, Urmston, Manchester",M41 5AW,Trafford,-2.355408,53.448263
The Canadian Charcoal Pit,Takeaway/sandwich shop," 143 Barton Road, Stretford, Manchester",M32 8DN,Trafford,-2.314259,53.446446
Well Bred,Takeaway/sandwich shop," 34 Stamford Street, Altrincham",WA14 1EY,Trafford,-2.347998,53.389087
Yummy,Takeaway/sandwich shop," 15 Flixton Road, Urmston, Manchester",M41 5AW,Trafford,-2.355408,53.448263
Alfresco Pizzeria,Takeaway/sandwich shop," 18 Northenden Road, Sale",M33 3BR,Trafford,-2.316966,53.423824
Allens Fried Chicken,Takeaway/sandwich shop," 1 Marsland Road, Sale",M33 3HP,Trafford,-2.30482,53.419298
Ashiana Takeaway,Takeaway/sandwich shop," 262 Upper Chorlton Road, Old Trafford, Manchester",M16 0BN,Trafford,-2.272296,53.450873
Bravo Pizza,Takeaway/sandwich shop," 27 Stamford Street, Altrincham",WA14 1EX,Trafford,-2.348434,53.389121
Canadian Charcoal Pit,Takeaway/sandwich shop," 6 Church Street, Altrincham, Cheshire",WA14 4DW,Trafford,-2.349928,53.389809
Darbar Balti Tandoori,Takeaway/sandwich shop," 187 Woodsend Road, Urmston, Manchester",M41 8QW,Trafford,-2.394002,53.456771
Delicia,Takeaway/sandwich shop," 1 Florence Street, Sale, Cheshire",M33 7LA,Trafford,-2.319613,53.431565
Eat East,Takeaway/sandwich shop," 3 Peter Street, Altrincham",WA14 2DZ,Trafford,-2.351501,53.383647
Fresh 2 Cook,Takeaway/sandwich shop," 378 Northenden Road, Sale",M33 2PZ,Trafford,-2.29159,53.418846
Golden Dragon,Takeaway/sandwich shop," 64 Old Crofts Bank, Urmston, Manchester",M41 7AB,Trafford,-2.357326,53.456168
Hing Fat,Takeaway/sandwich shop," 60 Norway Street, Stretford, Manchester",M32 0JW,Trafford,-2.302217,53.455295
Hong Kong Chippy,Takeaway/sandwich shop," 149 Henrietta Street, Old Trafford, Manchester",M16 9PS,Trafford,-2.267698,53.459638
Latifs,Takeaway/sandwich shop," 381a Stretford Road, Old Trafford, Manchester",M15 4AD,Trafford,-2.260378,53.464625
Lucky Wok,Takeaway/sandwich shop," 24 Cross Street, Sale",M33 7AE,Trafford,-2.324493,53.426096
Lucy's,Takeaway/sandwich shop," 477 Moorside Road, Flixton, Manchester",M41 8TW,Trafford,-2.391387,53.452429
Mamalicious,Takeaway/sandwich shop," 184 Davyhulme Road, Stretford, Manchester",M32 0AS,Trafford,-2.315783,53.453022
Monty's,Takeaway/sandwich shop," 130 Seamons Road, Altrincham",WA14 4LJ,Trafford,-2.370871,53.392981
Peri Grill,Takeaway/sandwich shop," 55a Washway Road, Sale",M33 7AB,Trafford,-2.327301,53.42341
Pizza Bravo,Takeaway/sandwich shop," 2 Seymour Grove, Old Trafford, Manchester",M16 0LH,Trafford,-2.276745,53.461316
Pizza Planet,Takeaway/sandwich shop," 4 Lostock Road, Urmston, Manchester",M41 0PS,Trafford,-2.355818,53.457763
Pizza Point,Takeaway/sandwich shop," 272 Kings Road, Stretford, Manchester",M16 0HH,Trafford,-2.28541,53.453017
Smoky's,Takeaway/sandwich shop," 414 Barton Road, Stretford, Manchester",M32 9RW,Trafford,-2.32587,53.454613
Taza Speedy Foods,Takeaway/sandwich shop," 100 Chorlton Road, Old Trafford, Manchester",M15 4AN,Trafford,-2.258574,53.46258
The Original United Chippy,Takeaway/sandwich shop," 678 Chester Road, Stretford, Manchester",M32 0SF,Trafford,-2.288629,53.461396
Tikka Express,Takeaway/sandwich shop," 40 Riddings Road, Timperley, Altrincham",WA15 6BP,Trafford,-2.331307,53.404433
Timperley Fish Bar,Takeaway/sandwich shop," 216 Stockport Road, Timperley, Altrincham",WA15 7UA,Trafford,-2.320585,53.396839
Turkish Grill,Takeaway/sandwich shop," 70 Park Road, Timperley, Altrincham",WA14 5AB,Trafford,-2.341007,53.404217
Turkish Kebab House,Takeaway/sandwich shop," 182a Davyhulme Road, Stretford, Manchester",M32 0AS,Trafford,-2.315783,53.453022
Urmston Fish Bar,Takeaway/sandwich shop," 148 Flixton Road, Urmston, Manchester",M41 5BG,Trafford,-2.3628,53.448232
Village Green Takeaway,Takeaway/sandwich shop," 6 Hall Lane, Partington, Manchester",M31 4PY,Trafford,-2.428008,53.42088
Manha Spice / Radhuni,Takeaway/sandwich shop," 12b Moss Road, Stretford, Manchester",M32 0AH,Trafford,-2.310033,53.451221
Trafford Oriental,Takeaway/sandwich shop," 18 Seymour Grove, Old Trafford, Manchester",M16 0LH,Trafford,-2.276745,53.461316
Tru Street,Takeaway/sandwich shop," 126 The Orient, Trafford Centre, Trafford Park",M17 8EH,Trafford,-2.34902000427246,53.4661865234375
