site_id,site_name,facility_type,access_type,facility_areas_on_site,street,town,postcode,telephone,email,website,nursery,first_aid_room,cycle_park,car_park,car_park_capacity,disability_parking,disability_finding_reaching_entrance,disability_reception_area,disability_activity_area,disability_social_areas,disability_spectator_areas,disability_doorways,disability_emergency_exits,disability_toilets,disability_changing_facilities,disability_notes,ward_code,ward_name,msoa_code,lsoa_code,oa_code,lon,lat,site_last_updated_date
1002641,Sale Leisure Centre,Health and fitness gym stations,Registered Membership use,54,Broad Road,Sale,M33 2AL,0161 905 5588,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"DDA Compliant, lift, pool hoist",E05015254,Sale Central,E02001273,E01006161,E00031211,-2.315949,53.42467,2024-08-02
1002641,Sale Leisure Centre,Sports halls,Pay and Play,1,Broad Road,Sale,M33 2AL,0161 905 5588,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"DDA Compliant, lift, pool hoist",E05015254,Sale Central,E02001273,E01006161,E00031211,-2.315949,53.42467,2024-08-02
1002641,Sale Leisure Centre,Squash courts,Pay and Play,1,Broad Road,Sale,M33 2AL,0161 905 5588,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"DDA Compliant, lift, pool hoist",E05015254,Sale Central,E02001273,E01006161,E00031211,-2.315949,53.42467,2024-08-02
1002641,Sale Leisure Centre,Studios,Pay and Play,0,Broad Road,Sale,M33 2AL,0161 905 5588,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"DDA Compliant, lift, pool hoist",E05015254,Sale Central,E02001273,E01006161,E00031211,-2.315949,53.42467,2024-08-02
1002641,Sale Leisure Centre,Swimming pools,Pay and Play,3,Broad Road,Sale,M33 2AL,0161 905 5588,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"DDA Compliant, lift, pool hoist",E05015254,Sale Central,E02001273,E01006161,E00031211,-2.315949,53.42467,2024-08-02
1208702,Sale Sports Club,Grass pitches,Sports Club / Community Association,7,Clarendon Crescent,Sale,M33 2DE,0161 973 7250,information@salesportsclub.com,http://www.salesportsclub.com,No,No,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,NA,E05015254,Sale Central,E02001272,E01006164,E00031236,-2.304944,53.42772,2025-06-30
1208702,Sale Sports Club,Outdoor tennis courts,Sports Club / Community Association,6,Clarendon Crescent,Sale,M33 2DE,0161 973 7250,information@salesportsclub.com,http://www.salesportsclub.com,No,No,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,NA,E05015254,Sale Central,E02001272,E01006164,E00031236,-2.304944,53.42772,2025-06-30
6006180,Salisbury Road Playing Fields,Grass pitches,Pay and Play,9,Salisbury Road,Altrincham,WA14 5LH,07912280894,andy.hilton@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,E05015242,Broadheath,E02001282,E01006089,E00030881,-2.348468,53.40096,2024-08-02
6006180,Salisbury Road Playing Fields,Grass pitches,Sports Club / Community Association,2,Salisbury Road,Altrincham,WA14 5LH,07912280894,andy.hilton@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,E05015242,Broadheath,E02001282,E01006089,E00030881,-2.348468,53.40096,2024-08-02
6006154,Selsey Avenue Playing Fields,Grass pitches,Sports Club / Community Association,4,Selsey Avenue,Sale,M33 4RN,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,Yes,No,Yes,No,No,No,No,No,No,NA,E05015252,Manor,E02001274,E01006152,E00031176,-2.34,53.41785,2025-05-20
1040635,Seymour Park,Grass pitches,Pay and Play,1,Seymour Grove,Old Trafford,M16 9QE,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,Yes,No,Yes,No,No,No,No,No,No,NA,E05015253,Old Trafford,E02001259,E01006188,E00031376,-2.273463,53.45931,2025-05-20
6020554,Shawe View Stadium,Grass pitches,Sports Club / Community Association,1,Shawe Road,Manchester,M41 5DL,07500 771335,leeknights1@sky.com,http://www.traffordfc.co.uk,No,Yes,No,Yes,70,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015246,Flixton,E02001268,E01006129,E00031065,-2.372258,53.4469,2025-02-05
6006151,Smiths Field,Grass pitches,Private Use,5,Sylvan Avenue,Altrincham,WA15 6AE,NA,unicornathleticjfc@gmail.com,https://www.uajfc.co.uk/,No,Yes,No,Yes,20,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Site has a DDA toilet,E05015243,Brooklands,E02001279,E01006101,E00030912,-2.332922,53.40913,2025-05-13
30008895,Snap Fitness (Manchester Sale),Health and fitness gym stations,Registered Membership use,150,Springfield Road,Sale,M33 7XS,01619621785,sale@snapfitness.co.uk,https://www.snapfitness.com/uk/gyms/sale,No,No,No,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015254,Sale Central,E02001273,E01006160,E00031209,-2.321437,53.42397,2024-11-04
50000538,St Alphonsus Primary School Playing Field,Grass pitches,Private Use,1,Hamilton Street,Manchester,M16 7PT,0161 872 5239,NA,https://www.stalphonsus-trafford.co.uk/,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No,Playing field only.,E05015253,Old Trafford,E02001259,E01006112,E00030954,-2.262288,53.46309,2024-10-31
1203095,St Ambrose College,Artificial grass pitches,Sports Club / Community Association,1,Hale Road,Altrincham,WA15 0HE,0161 694 0111,support@vivifyvenues.com,https://www.vivifyvenues.com/venues/st-ambrose-college,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006135,E00031096,-2.320333,53.37146,2025-08-04
1203095,St Ambrose College,Grass pitches,Private Use,3,Hale Road,Altrincham,WA15 0HE,0161 694 0111,support@vivifyvenues.com,https://www.vivifyvenues.com/venues/st-ambrose-college,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006135,E00031096,-2.320333,53.37146,2025-08-04
1203095,St Ambrose College,Grass pitches,Sports Club / Community Association,3,Hale Road,Altrincham,WA15 0HE,0161 694 0111,support@vivifyvenues.com,https://www.vivifyvenues.com/venues/st-ambrose-college,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006135,E00031096,-2.320333,53.37146,2025-08-04
1203095,St Ambrose College,Health and fitness gym stations,Private Use,34,Hale Road,Altrincham,WA15 0HE,0161 694 0111,support@vivifyvenues.com,https://www.vivifyvenues.com/venues/st-ambrose-college,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006135,E00031096,-2.320333,53.37146,2025-08-04
1203095,St Ambrose College,Sports halls,Sports Club / Community Association,1,Hale Road,Altrincham,WA15 0HE,0161 694 0111,support@vivifyvenues.com,https://www.vivifyvenues.com/venues/st-ambrose-college,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006135,E00031096,-2.320333,53.37146,2025-08-04
1203095,St Ambrose College,Swimming pools,Sports Club / Community Association,1,Hale Road,Altrincham,WA15 0HE,0161 694 0111,support@vivifyvenues.com,https://www.vivifyvenues.com/venues/st-ambrose-college,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006135,E00031096,-2.320333,53.37146,2025-08-04
6011033,St Ann's Rc Primary School,Grass pitches,Private Use,1,Derbyshire Lane,Manchester,M32 8SH,0161 865 7705,stannesrc.admin@trafford.gov.uk,https://www.stannsrcprimary.co.uk/,Yes,No,Yes,Yes,20,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015256,Stretford & Humphrey Park,E02001269,E01006180,E00031329,-2.306276,53.45026,2025-08-13
1201462,St Antonys Catholic College,Grass pitches,Sports Club / Community Association,2,Bradfield Road,Manchester,M41 9PD,0161 911 8001,stantonys.admin@trafford.gov.uk,https://www.st-antonys.com,No,No,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015256,Stretford & Humphrey Park,E02001266,E01006156,E00031180,-2.337363,53.44939,2025-08-12
1201462,St Antonys Catholic College,Sports halls,Sports Club / Community Association,2,Bradfield Road,Manchester,M41 9PD,0161 911 8001,stantonys.admin@trafford.gov.uk,https://www.st-antonys.com,No,No,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015256,Stretford & Humphrey Park,E02001266,E01006156,E00031180,-2.337363,53.44939,2025-08-12
1040638,St Brides Park,Grass pitches,Sports Club / Community Association,2,Clifton Street,Manchester,M16 9GN,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,Yes,No,Yes,No,No,Yes,No,No,No,NA,E05015253,Old Trafford,E02001259,E01006112,E00030962,-2.262072,53.4622,2025-05-20
6011008,St Hildas Primary School,Grass pitches,Private Use,1,Warwick Road South,Manchester,M16 0SH,0161 881 5466,sthoffice@vantageacademies.co.uk,http://www.sthildasprimary.co.uk,Yes,No,Yes,Yes,25,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015250,Longford,E02001262,E01006146,E00031124,-2.279341,53.45061,2025-02-13
6010865,St Hughs Catholic Primary School,Grass pitches,Sports Club / Community Association,5,Park Road,Altrincham,WA15 6TQ,0161 962 1852,sthughs.admin@trafford.gov.uk,https://www.sthughstimperley.org/,Yes,No,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015258,Timperley North,E02001281,E01006093,E00030854,-2.33514,53.40231,2025-07-24
1201391,St John Vianney Upper School,Sports halls,Private Use,2,Rye Bank Road,Manchester,M16 0EX,0161 881 7843,admin@stjohnvianneyschool.co.uk,https://stjohnvianneyschool.co.uk/our-school/,No,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,E05015250,Longford,E02001262,E01006146,E00031124,-2.278292,53.45148,2025-07-29
30006685,St Margaret Ward Catholic Primary School,Grass pitches,Private Use,2,Cherry Lane,Sale,M33 4GY,0161 969 9852,stmargaretward.admin@trafford.gov.uk,http://www.st-margaretward.trafford.sch.uk,No,No,No,Yes,25,Yes,No,No,No,No,No,No,No,No,No,NA,E05015252,Manor,E02001277,E01006167,E00031279,-2.356309,53.41393,2025-05-30
6010812,St Michaels Primary School,Grass pitches,Private Use,2,The Grove,Manchester,M41 6JB,0161 748 3669,office@smpsflixton.co.uk,https://www.smpsflixton.co.uk/,Yes,Yes,No,Yes,10,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015246,Flixton,E02001265,E01006132,E00031046,-2.381696,53.44322,2025-02-24
6006152,Stamford Park,Grass pitches,Pay and Play,1,Stamford Park Road,Altrincham,WA15 9EN,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,Yes,No,Yes,No,No,No,Yes,No,No,NA,E05015248,Hale,E02001282,E01006194,E00031412,-2.34223,53.38422,2025-05-20
6006152,Stamford Park,Outdoor tennis courts,Free Public Access,3,Stamford Park Road,Altrincham,WA15 9EN,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,Yes,No,Yes,No,No,No,Yes,No,No,NA,E05015248,Hale,E02001282,E01006194,E00031412,-2.34223,53.38422,2025-05-20
30007534,Stockport County Fc Training Centre,Grass pitches,Private Use,6,Carrington Lane,Manchester,M31 4AE,NA,NA,https://www.stockportcounty.com/,No,Yes,No,Yes,60,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030919,-2.369381,53.43169,2024-12-17
1208715,Stretford Cricket Club,Grass pitches,Sports Club / Community Association,1,Lesley Road,Stretford,M32 9EE,0161 865 0271,stretfordcc@hotmail.com,https://stretfordcricketclub.co.uk/,No,No,No,Yes,50,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015256,Stretford & Humphrey Park,E02001266,E01006184,E00031339,-2.327482,53.44299,2025-04-01
1203067,Stretford Grammar School,Grass pitches,Private Use,2,Granby Road,Manchester,M32 8JB,0161 865 2293,admin@stretfordgrammar.com,http://www.stretfordgrammar.com,No,No,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015250,Longford,E02001269,E01006143,E00031135,-2.298265,53.44371,2025-01-30
1203067,Stretford Grammar School,Sports halls,Private Use,1,Granby Road,Manchester,M32 8JB,0161 865 2293,admin@stretfordgrammar.com,http://www.stretfordgrammar.com,No,No,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015250,Longford,E02001269,E01006143,E00031135,-2.298265,53.44371,2025-01-30
1002524,Stretford Sports Village (Chester Centre),Health and fitness gym stations,Pay and Play,85,Great Stone Road,Manchester,M32 0ZS,0161 875 1414,info@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/stretford-sports-village/,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006186,E00181713,-2.292846,53.45835,2025-02-18
1002524,Stretford Sports Village (Chester Centre),Sports halls,Pay and Play,2,Great Stone Road,Manchester,M32 0ZS,0161 875 1414,info@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/stretford-sports-village/,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006186,E00181713,-2.292846,53.45835,2025-02-18
1002524,Stretford Sports Village (Chester Centre),Swimming pools,Pay and Play,2,Great Stone Road,Manchester,M32 0ZS,0161 875 1414,info@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/stretford-sports-village/,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006186,E00181713,-2.292846,53.45835,2025-02-18
1203691,Stretford Sports Village (Talbot Centre),Artificial grass pitches,Sports Club / Community Association,1,Great Stone Road,Manchester,M32 0XA,0161 749 2570,stretford@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/stretford-talbot/,No,No,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006187,E00031358,-2.293706,53.45722,2025-07-10
1203691,Stretford Sports Village (Talbot Centre),Grass pitches,Sports Club / Community Association,1,Great Stone Road,Manchester,M32 0XA,0161 749 2570,stretford@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/stretford-talbot/,No,No,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006187,E00031358,-2.293706,53.45722,2025-07-10
1203691,Stretford Sports Village (Talbot Centre),Health and fitness gym stations,Registered Membership use,40,Great Stone Road,Manchester,M32 0XA,0161 749 2570,stretford@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/stretford-talbot/,No,No,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006187,E00031358,-2.293706,53.45722,2025-07-10
1203691,Stretford Sports Village (Talbot Centre),Sports halls,Sports Club / Community Association,1,Great Stone Road,Manchester,M32 0XA,0161 749 2570,stretford@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/stretford-talbot/,No,No,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006187,E00031358,-2.293706,53.45722,2025-07-10
1203691,Stretford Sports Village (Talbot Centre),Studios,Sports Club / Community Association,0,Great Stone Road,Manchester,M32 0XA,0161 749 2570,stretford@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/stretford-talbot/,No,No,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006187,E00031358,-2.293706,53.45722,2025-07-10
50000553,The Devisdale,Grass pitches,Private Use,1,Groby Road,Altrincham,WA14 2AP,NA,NA,https://www.timperleyfc.co.uk/,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No,NA,E05015241,Bowdon,E02001285,E01006082,E00030829,-2.366652,53.38317,2024-11-15
30008531,The Fuse,Artificial grass pitches,Sports Club / Community Association,1,Warburton Lane,Manchester,M31 4BU,0161 393 4511,contact@usethefuse.co.uk,https://usethefuse.co.uk/,No,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030945,-2.430945,53.41244,2025-02-07
30008531,The Fuse,Sports halls,Sports Club / Community Association,1,Warburton Lane,Manchester,M31 4BU,0161 393 4511,contact@usethefuse.co.uk,https://usethefuse.co.uk/,No,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030945,-2.430945,53.41244,2025-02-07
30008531,The Fuse,Studios,Sports Club / Community Association,0,Warburton Lane,Manchester,M31 4BU,0161 393 4511,contact@usethefuse.co.uk,https://usethefuse.co.uk/,No,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030945,-2.430945,53.41244,2025-02-07
1201410,The Grammar,Artificial grass pitches,Registered Membership use,1,Marlborough Road,Altrincham,WA14 2RS,0161 929 1078,thegrammarteam@traffordleisure.co.uk,https://thegrammar.co.uk/,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,E05015248,Hale,E02001285,E01006082,E00030817,-2.351243,53.37616,2024-10-24
1201410,The Grammar,Grass pitches,Registered Membership use,8,Marlborough Road,Altrincham,WA14 2RS,0161 929 1078,thegrammarteam@traffordleisure.co.uk,https://thegrammar.co.uk/,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,E05015248,Hale,E02001285,E01006082,E00030817,-2.351243,53.37616,2024-10-24
1201410,The Grammar,Health and fitness gym stations,Registered Membership use,24,Marlborough Road,Altrincham,WA14 2RS,0161 929 1078,thegrammarteam@traffordleisure.co.uk,https://thegrammar.co.uk/,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,E05015248,Hale,E02001285,E01006082,E00030817,-2.351243,53.37616,2024-10-24
1201410,The Grammar,Outdoor tennis courts,Registered Membership use,4,Marlborough Road,Altrincham,WA14 2RS,0161 929 1078,thegrammarteam@traffordleisure.co.uk,https://thegrammar.co.uk/,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,E05015248,Hale,E02001285,E01006082,E00030817,-2.351243,53.37616,2024-10-24
1201410,The Grammar,Sports halls,Registered Membership use,1,Marlborough Road,Altrincham,WA14 2RS,0161 929 1078,thegrammarteam@traffordleisure.co.uk,https://thegrammar.co.uk/,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,E05015248,Hale,E02001285,E01006082,E00030817,-2.351243,53.37616,2024-10-24
1201410,The Grammar,Studios,Registered Membership use,0,Marlborough Road,Altrincham,WA14 2RS,0161 929 1078,thegrammarteam@traffordleisure.co.uk,https://thegrammar.co.uk/,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,E05015248,Hale,E02001285,E01006082,E00030817,-2.351243,53.37616,2024-10-24
30006369,The Gym Group (Altrincham),Health and fitness gym stations,Registered Membership use,100,Atlantic Street,Altrincham,WA14 5FA,0330 056 3716,NA,https://www.thegymgroup.com/find-a-gym/altrincham/,No,No,No,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015242,Broadheath,E02001282,E01006089,E00030857,-2.355733,53.39809,2025-01-30
30009967,The Gym Group (Manchester Old Trafford),Health and fitness gym stations,Registered Membership use,200,Chester Road,Manchester,M16 0RP,00000 000000,NA,https://www.thegymgroup.com/find-a-gym/manchester-old-trafford/,No,No,No,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006186,E00031368,-2.282486,53.46151,2025-02-20
30002488,The Willows Primary School,Grass pitches,Private Use,3,Victoria Road,Altrincham,WA15 6PP,0161 9807 685,willows.admin@trafford.gov.uk,http://www.willowstimperley.co.uk/,No,Yes,Yes,Yes,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015257,Timperley Central,E02001281,E01006191,E00031403,-2.330915,53.39665,2024-09-11
6006194,Timperley Recreation Ground,Grass pitches,Sports Club / Community Association,2,Park Road,Timperley,WA15 6UA,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,Yes,30,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,E05015257,Timperley Central,E02001281,E01006192,E00031401,-2.321559,53.39842,2025-05-20
1103422,Timperley Sports Club,Artificial grass pitches,Pay and Play,2,Stockport Road,Altrincham,WA15 7LU,0161 980 4397,info@timperley-sports.com,http://www.timperley-sports.com,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015239,Altrincham,E02001281,E01006192,E00031410,-2.331215,53.39077,2025-03-05
1103422,Timperley Sports Club,Grass pitches,Sports Club / Community Association,6,Stockport Road,Altrincham,WA15 7LU,0161 980 4397,info@timperley-sports.com,http://www.timperley-sports.com,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015239,Altrincham,E02001281,E01006192,E00031410,-2.331215,53.39077,2025-03-05
1007859,Total Fitness (Altrincham),Health and fitness gym stations,Registered Membership use,200,Lloyd Street,Altrincham,WA14 2SU,0161 925 4500,NA,https://www.totalfitness.co.uk/clubs/altrincham/,No,No,No,Yes,500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015239,Altrincham,E02001283,E01006076,E00030786,-2.350747,53.38378,2025-04-25
1007859,Total Fitness (Altrincham),Studios,Registered Membership use,30,Lloyd Street,Altrincham,WA14 2SU,0161 925 4500,NA,https://www.totalfitness.co.uk/clubs/altrincham/,No,No,No,Yes,500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015239,Altrincham,E02001283,E01006076,E00030786,-2.350747,53.38378,2025-04-25
1007859,Total Fitness (Altrincham),Swimming pools,Registered Membership use,2,Lloyd Street,Altrincham,WA14 2SU,0161 925 4500,NA,https://www.totalfitness.co.uk/clubs/altrincham/,No,No,No,Yes,500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015239,Altrincham,E02001283,E01006076,E00030786,-2.350747,53.38378,2025-04-25
30003837,Trafford College,Health and fitness gym stations,Private Use,39,Talbot Road,Manchester,M32 0XH,0161 886 7070,info@trafford.ac.uk,http://www.trafford.ac.uk/,No,No,Yes,Yes,130,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006186,E00181713,-2.290515,53.45752,2025-04-30
1201469,Trafford College (Altrincham),Artificial grass pitches,Private Use,1,Manchester Road,Altrincham,WA14 5PQ,0161 952 4734,damian.harris@tscg.ac.uk,http://www.trafford.ac.uk,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Lift,E05015242,Broadheath,E02001278,E01006096,E00030875,-2.350024,53.40521,2025-02-04
1201469,Trafford College (Altrincham),Health and fitness gym stations,Private Use,30,Manchester Road,Altrincham,WA14 5PQ,0161 952 4734,damian.harris@tscg.ac.uk,http://www.trafford.ac.uk,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Lift,E05015242,Broadheath,E02001278,E01006096,E00030875,-2.350024,53.40521,2025-02-04
1201469,Trafford College (Altrincham),Sports halls,Private Use,1,Manchester Road,Altrincham,WA14 5PQ,0161 952 4734,damian.harris@tscg.ac.uk,http://www.trafford.ac.uk,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Lift,E05015242,Broadheath,E02001278,E01006096,E00030875,-2.350024,53.40521,2025-02-04
1101382,Trafford Golf Centre,Golf,Pay and Play,1,Old Park Lane,Manchester,M17 8PG,0161 749 7000,info@traffordgolfcentre.co.uk,https://traffordgolfcentre.co.uk/driving-range/,No,No,No,Yes,200,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,E05015251,Lostock & Barton,E02001260,E01006121,E00030982,-2.358312,53.46617,2025-08-29
1041685,Trafford Mv Rfcc,Grass pitches,Sports Club / Community Association,6,Finny Bank Road,Sale,M33 6LR,01619737061,secretary@tmvrfcc.co.uk,http://www.traffordmvrfcc.rfu.club,No,Yes,No,Yes,92,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ramps available,E05015240,Ashton upon Mersey,E02001270,E01006154,E00031152,-2.33036,53.4335,2025-02-18
1041685,Trafford Mv Rfcc,Health and fitness gym stations,Sports Club / Community Association,15,Finny Bank Road,Sale,M33 6LR,01619737061,secretary@tmvrfcc.co.uk,http://www.traffordmvrfcc.rfu.club,No,Yes,No,Yes,92,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ramps available,E05015240,Ashton upon Mersey,E02001270,E01006154,E00031152,-2.33036,53.4335,2025-02-18
6005130,Turn Moss Park,Grass pitches,Sports Club / Community Association,15,Turn Moss Road,Stretford,M32 8QD,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,Yes,120,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,NA,E05015250,Longford,E02001269,E01006142,E00031108,-2.292858,53.44111,2025-05-20
