area_code,area_name,geography,period,indicator,occupation,measure,unit,value
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades Supervisors,Count,Persons,6
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Textiles and Garments Trades,Count,Persons,2
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Printing Trades,Count,Persons,5
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Food Preparation and Hospitality Trades,Count,Persons,71
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Skilled Trades,Count,Persons,9
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Support Occupations,Count,Persons,142
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Animal Care and Control Services,Count,Persons,10
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Caring Personal Services,Count,Persons,206
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Leisure and Travel Services,Count,Persons,19
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Hairdressers and Related Services,Count,Persons,52
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Housekeeping and Related Services,Count,Persons,32
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Cleaning and Housekeeping Managers and Supervisors,Count,Persons,10
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Bed and Breakfast and Guest House Owners and Proprietors,Count,Persons,3
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Community and Civil Enforcement Occupations,Count,Persons,1
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Assistants and Retail Cashiers,Count,Persons,270
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Related Occupations,Count,Persons,18
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Shopkeepers and Sales Supervisors,Count,Persons,70
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Occupations,Count,Persons,96
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Supervisors,Count,Persons,3
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Process Operatives,Count,Persons,22
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Metal Working Machine Operatives,Count,Persons,5
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Plant and Machine Operatives,Count,Persons,11
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Assemblers and Routine Operatives,Count,Persons,20
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction Operatives,Count,Persons,18
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Production, Factory and Assembly Supervisors",Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Road Transport Drivers,Count,Persons,121
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Mobile Machine Drivers and Operatives,Count,Persons,15
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Drivers and Transport Operatives,Count,Persons,15
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Agricultural Occupations,Count,Persons,5
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Construction Occupations,Count,Persons,29
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Process Plant Occupations,Count,Persons,18
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Administration Occupations,Count,Persons,24
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Cleaning Occupations,Count,Persons,114
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Security Occupations,Count,Persons,68
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Sales Occupations,Count,Persons,18
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Storage Occupations,Count,Persons,70
E05000834,St Mary's,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Elementary Services Occupations,Count,Persons,115
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Chief Executives and Senior Officials,Count,Persons,13
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Production Managers and Directors,Count,Persons,84
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Functional Managers and Directors,Count,Persons,165
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Directors in Logistics, Warehousing and Transport",Count,Persons,1
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Directors in Retail and Wholesale,Count,Persons,105
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Senior Officers in Protective Services,Count,Persons,4
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health and Social Services Managers and Directors,Count,Persons,35
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Agriculture Related Services,Count,Persons,2
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Hospitality and Leisure Services,Count,Persons,40
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Health and Care Services,Count,Persons,15
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers in Logistics, Warehousing and Transport",Count,Persons,35
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Other Services,Count,Persons,106
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Natural and Social Science Professionals,Count,Persons,19
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Engineering Professionals,Count,Persons,70
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Professionals,Count,Persons,165
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Web and Multimedia Design Professionals,Count,Persons,26
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Conservation and Environment Professionals,Count,Persons,10
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Research and Development (R&D) and Other Research Professionals,Count,Persons,27
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Medical Practitioners,Count,Persons,49
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Therapy Professionals,Count,Persons,47
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Nursing and Midwifery Professionals,Count,Persons,106
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinarians,Count,Persons,4
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Health Professionals,Count,Persons,68
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and other Educational Professionals,Count,Persons,265
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Educational Professionals,Count,Persons,41
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Professionals,Count,Persons,60
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Professionals,Count,Persons,81
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Business, Research and Administrative Professionals",Count,Persons,50
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business and Financial Project Management Professionals,Count,Persons,45
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",Count,Persons,41
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare Professionals,Count,Persons,52
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Librarians and Related Professionals,Count,Persons,2
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Quality and Regulatory Professionals,Count,Persons,30
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Media Professionals,Count,Persons,37
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Science, Engineering and Production Technicians",Count,Persons,53
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"CAD, Drawing and Architectural Technicians",Count,Persons,14
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Technicians,Count,Persons,46
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health Associate Professionals,Count,Persons,30
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare and Housing Associate Professionals,Count,Persons,68
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Associate Professionals,Count,Persons,48
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinary nurses,Count,Persons,2
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Protective Service Occupations,Count,Persons,74
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Artistic, Literary and Media Occupations",Count,Persons,102
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Design Occupations,Count,Persons,18
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sports and Fitness Occupations,Count,Persons,24
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Transport Associate Professionals,Count,Persons,1
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Associate Professionals,Count,Persons,12
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Associate Professionals,Count,Persons,31
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business Associate Professionals,Count,Persons,81
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Sales, Marketing and Related Associate Professionals",Count,Persons,142
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Public Services Associate Professionals,Count,Persons,5
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"HR, Training and Other Vocational Associate Guidance Professionals",Count,Persons,81
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Regulatory Associate Professionals,Count,Persons,12
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Government and Related Organisations,Count,Persons,72
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Finance,Count,Persons,112
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Records,Count,Persons,86
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Office Managers and Supervisors,Count,Persons,48
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Administrative Occupations,Count,Persons,132
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Secretarial and Related Occupations,Count,Persons,95
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Agricultural and Related Trades,Count,Persons,24
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Forming, Welding and Related Trades",Count,Persons,8
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Machining, Fitting and Instrument Making Trades",Count,Persons,33
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Vehicle Trades,Count,Persons,29
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Electrical and Electronic Trades,Count,Persons,55
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Skilled Metal, Electrical and Electronic Trades Supervisors",Count,Persons,4
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades,Count,Persons,105
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Building Finishing Trades,Count,Persons,26
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades Supervisors,Count,Persons,6
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Textiles and Garments Trades,Count,Persons,5
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Printing Trades,Count,Persons,3
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Food Preparation and Hospitality Trades,Count,Persons,80
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Skilled Trades,Count,Persons,17
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Support Occupations,Count,Persons,131
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Animal Care and Control Services,Count,Persons,10
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Caring Personal Services,Count,Persons,229
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Leisure and Travel Services,Count,Persons,24
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Hairdressers and Related Services,Count,Persons,48
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Housekeeping and Related Services,Count,Persons,21
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Cleaning and Housekeeping Managers and Supervisors,Count,Persons,9
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Bed and Breakfast and Guest House Owners and Proprietors,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Community and Civil Enforcement Occupations,Count,Persons,4
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Assistants and Retail Cashiers,Count,Persons,283
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales Related Occupations,Count,Persons,16
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Shopkeepers and Sales Supervisors,Count,Persons,51
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Occupations,Count,Persons,118
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Customer Service Supervisors,Count,Persons,1
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Process Operatives,Count,Persons,36
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Metal Working Machine Operatives,Count,Persons,4
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Plant and Machine Operatives,Count,Persons,16
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Assemblers and Routine Operatives,Count,Persons,11
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction Operatives,Count,Persons,28
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Production, Factory and Assembly Supervisors",Count,Persons,5
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Road Transport Drivers,Count,Persons,208
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Mobile Machine Drivers and Operatives,Count,Persons,22
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Drivers and Transport Operatives,Count,Persons,10
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Agricultural Occupations,Count,Persons,2
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Construction Occupations,Count,Persons,23
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Process Plant Occupations,Count,Persons,28
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Administration Occupations,Count,Persons,30
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Cleaning Occupations,Count,Persons,99
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Security Occupations,Count,Persons,58
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Sales Occupations,Count,Persons,12
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary Storage Occupations,Count,Persons,103
E05000836,Stretford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Elementary Services Occupations,Count,Persons,138
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Chief Executives and Senior Officials,Count,Persons,33
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Production Managers and Directors,Count,Persons,125
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Functional Managers and Directors,Count,Persons,372
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Directors in Logistics, Warehousing and Transport",Count,Persons,5
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Directors in Retail and Wholesale,Count,Persons,98
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Senior Officers in Protective Services,Count,Persons,6
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health and Social Services Managers and Directors,Count,Persons,33
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Agriculture Related Services,Count,Persons,6
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Hospitality and Leisure Services,Count,Persons,49
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Health and Care Services,Count,Persons,20
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers in Logistics, Warehousing and Transport",Count,Persons,44
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Managers and Proprietors in Other Services,Count,Persons,172
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Natural and Social Science Professionals,Count,Persons,26
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Engineering Professionals,Count,Persons,115
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Professionals,Count,Persons,249
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Web and Multimedia Design Professionals,Count,Persons,27
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Conservation and Environment Professionals,Count,Persons,13
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Research and Development (R&D) and Other Research Professionals,Count,Persons,31
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Medical Practitioners,Count,Persons,124
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Therapy Professionals,Count,Persons,52
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Nursing and Midwifery Professionals,Count,Persons,152
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinarians,Count,Persons,3
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Health Professionals,Count,Persons,78
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and other Educational Professionals,Count,Persons,309
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Educational Professionals,Count,Persons,60
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Professionals,Count,Persons,117
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Professionals,Count,Persons,122
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Business, Research and Administrative Professionals",Count,Persons,94
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business and Financial Project Management Professionals,Count,Persons,68
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",Count,Persons,81
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare Professionals,Count,Persons,26
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Librarians and Related Professionals,Count,Persons,1
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Quality and Regulatory Professionals,Count,Persons,43
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Media Professionals,Count,Persons,42
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Science, Engineering and Production Technicians",Count,Persons,43
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"CAD, Drawing and Architectural Technicians",Count,Persons,10
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Technicians,Count,Persons,43
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health Associate Professionals,Count,Persons,17
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare and Housing Associate Professionals,Count,Persons,26
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Associate Professionals,Count,Persons,50
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinary nurses,Count,Persons,1
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Protective Service Occupations,Count,Persons,55
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Artistic, Literary and Media Occupations",Count,Persons,63
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Design Occupations,Count,Persons,19
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sports and Fitness Occupations,Count,Persons,33
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Transport Associate Professionals,Count,Persons,2
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Associate Professionals,Count,Persons,13
E05000837,Timperley,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Associate Professionals,Count,Persons,55
