area_code,area_name,geography,period,indicator,hours_worked_category,measure,unit,value
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,759
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,159
E01006074,Trafford 025A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,78
E01006074,Trafford 025A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,159
E01006074,Trafford 025A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,403
E01006074,Trafford 025A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,74
E01006075,Trafford 025B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,97
E01006075,Trafford 025B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,150
E01006075,Trafford 025B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,724
E01006075,Trafford 025B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,169
E01006076,Trafford 025C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,85
E01006076,Trafford 025C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,129
E01006076,Trafford 025C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,364
E01006076,Trafford 025C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,140
E01006079,Trafford 025D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,100
E01006079,Trafford 025D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,207
E01006079,Trafford 025D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,905
E01006079,Trafford 025D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,165
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,97
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,136
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,325
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,124
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,84
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,106
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,321
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,107
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,109
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,108
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,399
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,177
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,96
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,135
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,487
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,143
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,84
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,168
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,559
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,121
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,87
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,149
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,470
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,126
E01006077,Trafford 027A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,74
E01006077,Trafford 027A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,140
E01006077,Trafford 027A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,485
E01006077,Trafford 027A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,121
E01006081,Trafford 027B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,85
E01006081,Trafford 027B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,111
E01006081,Trafford 027B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,287
E01006081,Trafford 027B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,119
E01006082,Trafford 027C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,111
E01006082,Trafford 027C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,111
E01006082,Trafford 027C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,335
E01006082,Trafford 027C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,123
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,81
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,119
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,368
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,138
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,106
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,131
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,380
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,91
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,107
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,115
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,328
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,135
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,96
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,138
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,328
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,113
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,92
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,141
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,373
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,133
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,112
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,113
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,321
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,114
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,69
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,159
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,413
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,94
