name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Poplar Street Surgery,Doctors/GPs|Doctors/GPs,"Poplar Street, Tyldesley, Manchester",M29 8AX,1942510468,http://www.ssphealth.com,Wigan,E08000010,-2.468999,53.516715
Dr Devadeep Gupta,Doctors/GPs|Doctors/GPs,"Littleborough Health Centre, Featherstall Road, Littleborough",OL15 8HF,1706374990,NA,Rochdale,E0800005,-2.103349,53.642995
Leigh Sports Village Practice,Doctors/GPs|Doctors/GPs,"Leigh Sports Village, Sale Way, Leigh",WN7 4JY,1942510468,http://www.ssphealth.com,Wigan,E08000010,-2.531079,53.489454
Railway Surgery,Doctors/GPs|Doctors/GPs,"Kid Glove House, Kid Glove Road, Golborne, Warrington",WA3 3GS,1942510468,http://www.ssphealth.com,Wigan,E08000010,-2.595867,53.478431
Rivington Way Surgery,Doctors/GPs|Doctors/GPs,"Rivington Avenue, Platt Bridge, Wigan",WN2 5NG,1942510468,http://www.ssphealth.com,Wigan,E08000010,-2.595925,53.522279
Spring View Medical Centre,Doctors/GPs|Doctors/GPs,"Mytham Road, Little Lever, Bolton",BL3 1HQ,1204578128,http://www.springviewmedicalcentre.nhs.uk,Bolton,E0800001,-2.369742,53.560837
Unsworth Medical Centre,Doctors/GPs|Doctors/GPs,"Parr Lane, Unsworth, Bury",BL9 8JR,1617664092,NA,Bury,E0800002,-2.273074,53.560681
Garnet Fold Practice,Doctors/GPs|Doctors/GPs,"374-376 St Helens Road, Bolton",BL3 3RR,1204665588,NA,Bolton,E0800001,-2.457847,53.559568
Bredbury Medical Centre,Doctors/GPs|Doctors/GPs,"1 Auburn Avenue, Bredbury, Stockport",SK6 2AH,1614269730,NA,Stockport,E0800007,-2.114054,53.422915
Tame Valley Medical Centre,Doctors/GPs|Doctors/GPs,"Glebe Street, Ashton Under Lyne",OL6 6HD,1613307747,http://www.tamevalleymedcentre.co.uk,Tameside,E0800008,-2.089184,53.489361
Dr Nityananda Hati-Kakoty,Doctors/GPs|Doctors/GPs,"Bee Fold Medical Centre, Bee Fold Lane, Atherton, Manchester",M46 0BD,1942876011,NA,Wigan,E08000010,-2.499759,53.521372
Dr George Bhima,Doctors/GPs|Doctors/GPs,"1st Floor, Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,1706261810,NA,Rochdale,E0800005,-2.154239,53.611617
Eastlands Medical Practice,Doctors/GPs|Doctors/GPs,"Clayton Health Centre, 89 North Road, Clayton, Manchester",M11 4EJ,1612239229,http://www.drsgoodallglassandsingh.nhs.uk,Manchester,E0800003,-2.184157,53.484308
IntraHealth Family Practice,Doctors/GPs|Doctors/GPs,"Leigh Sports Village, Leigh Stadium, Sale Way, Leigh",WN7 4JY,1942483121,http://www.intrahealth.co.uk,Wigan,E08000010,-2.531079,53.489454
IntraHealth Leigh Sports Village Practice,Doctors/GPs|Doctors/GPs,"Leigh Stadium, Sale Way, Leigh Sports Village, Leigh",WN7 4JY,1942483121,http://www.intrahealth.co.uk,Wigan,E08000010,-2.531079,53.489454
Alvanley Family Practice,Doctors/GPs|Doctors/GPs,"Woodley Health Centre, Hyde Road, Woodley, Stockport",SK6 1ND,1614265757,http://www.alvanleyfamilypractice.co.uk,Stockport,E0800007,-2.0996610000000002,53.426289
Albion Medical Practice,Doctors/GPs|Doctors/GPs,"1 Albion Street, Ashton Under Lyne",OL6 6HF,1612148717,http://www.albionmedicalpractice.co.uk,Tameside,E0800008,-2.088476,53.489604
Fig Tree Medical Practice,Doctors/GPs|Doctors/GPs,"Farnworth Health Centre 1, Frederick Street, Farnworth, Bolton",BL4 9AH,1204795170,http://www.farnworthhealthcentre.nhs.uk,Bolton,E0800001,-2.397759,53.546123
Burnside Surgery,Doctors/GPs|Doctors/GPs,"Navigation Park, Waters Meeting Road, Bolton",BL1 8TT,1204462930,NA,Bolton,E0800001,-2.42777,53.590359
Market Street Medical Practice,Doctors/GPs|Doctors/GPs,"76 Market Street, Droylsden, Manchester",M43 6DE,1613716188,NA,Tameside,E0800008,-2.145635,53.478959
Boundary House Medical Centre,Doctors/GPs|Doctors/GPs,"Boundary House,, 462, Northenden Road,, Sale",M33 2RH,1619729999,NA,Trafford,E0800009,-2.288936,53.415635
Stonefield Street Surgery,Doctors/GPs|Doctors/GPs,"Stonefield Street, Milnrow, Rochdale",OL16 4JQ,1706646234,http://www.stonefieldstreetsurgery.co.uk,Rochdale,E0800005,-2.108991,53.608017
Dr Hendy & Rizwan,Doctors/GPs|Doctors/GPs,"The Halliwell Surgery, Lindfield Drive, Halliwell, Bolton",BL1 3RG,1204523642,http://www.ehealthservice.co.uk/bolton/halliwellwh,Bolton,E0800001,-2.431738,53.588322
St Andrews Medical Centre 3,Doctors/GPs|Doctors/GPs,"30 Russell Street, Eccles, Manchester",M30 0NU,1617075500,http://www.standrewsmc.co.uk,Salford,E0800006,-2.339619,53.484875
The Brooke Surgery,Doctors/GPs|Doctors/GPs,"20 Market Street, Hyde",SK14 1AT,1613683312,NA,Tameside,E0800008,-2.081215,53.452136
Bracondale Medical Centre,Doctors/GPs|Doctors/GPs,"141 Buxton Road, Heaviley, Stockport",SK2 6EQ,1614269050,http://www.bracondalemedicalcentre.co.uk,Stockport,E0800007,-2.147089,53.393998
York House Surgery,Doctors/GPs|Doctors/GPs,"19 York Street, Heywood",OL10 4NN,1706628628,http://www.yorkhousesurgery.nhs.uk,Rochdale,E0800005,-2.217672,53.593638
Chadderton Medical Practice,Doctors/GPs|Doctors/GPs,"Chadderton Town Health Centre, Middleton Road, Chadderton, Oldham",OL9 0LH,1619098144,http://www.chaddertonmedicalpractice.nhs.uk,Oldham,E0800004,-2.142182,53.545559
Caritas General Practice Partnership,Doctors/GPs|Doctors/GPs,"Dial House Medical Centre, 131 Mile End Lane, Stockport",SK2 6BZ,1614265775,http://www.dialhousemedicalcentre.nhs.uk,Stockport,E0800007,-2.134599,53.395928
Lilford Park Surgery,Doctors/GPs|Doctors/GPs,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,1942483438,http://www.lilfordparksurgery.co.uk,Wigan,E08000010,-2.511455,53.503236
Dr Mokashi,Doctors/GPs|Doctors/GPs,"Clayton Health Centre, 89 North Road, Clayton, Manchester",M11 4EJ,1612238388,NA,Manchester,E0800003,-2.184157,53.484308
Bodmin Road Health Centre,Doctors/GPs|Doctors/GPs,"Bodmin Road,, Sale",M33 5JH,1619624625,http://www.bodminroadhealthcentre.co.uk,Trafford,E0800009,-2.351718,53.428123
"Drs Chiu, Koh and Gan",Doctors/GPs|Doctors/GPs,"The Vallance Centre, Brunswick Street, Manchester",M13 9UJ,1612741500,NA,Manchester,E0800003,-2.224542,53.469786
Archwood Medical Practice,Doctors/GPs|Doctors/GPs,"Woodley Health Centre, Hyde Road, Woodley, Stockport",SK6 1ND,1614265800,http://www.archwoodmp.co.uk,Stockport,E0800007,-2.0996610000000002,53.426289
The Village Surgery,Doctors/GPs|Doctors/GPs,"31 Bramhall Lane South, Bramhall, Stockport",SK7 2DN,1614393322,http://www.thevillagesurgerybramhall.co.uk,Stockport,E0800007,-2.165195,53.35927
Bolton Community Practice CIC,Doctors/GPs|Doctors/GPs,"Navigation Park, Waters Meeting Road, Bolton",BL1 8TT,1204463444,http://www.boltoncommunitypractice.nhs.uk,Bolton,E0800001,-2.42777,53.590359
Mocha Parade Medical Practice,Doctors/GPs|Doctors/GPs,"The Surgery, 4-5 Mocha Parade, Salford",M7 1QE,1618392721,NA,Salford,E0800006,-2.260831,53.491734
Chadsfield Medical Practice,Doctors/GPs|Doctors/GPs,"The Romiley Health Centre, Chichester Road, Romiley, Stockport",SK6 4QR,1614269388,http://www.chadsfieldmedicalpractice.co.uk,Stockport,E0800007,-2.08993,53.414998
Gordon Street Medical Centre,Doctors/GPs|Doctors/GPs,"171 Mossley Road, Ashton Under Lyne",OL6 6NE,1613305104,NA,Tameside,E0800008,-2.078053,53.49291
Dr Pal & Partners,Doctors/GPs|Doctors/GPs,"Royton Health Wellbeing Centre, Park Street, Royton, Oldham",OL2 6QW,1613624004,NA,Oldham,E0800004,-2.121594,53.566109
Altrincham Medical Practice,Doctors/GPs|Doctors/GPs,"Lloyd House, 7 Lloyd Street, Altrincham",WA14 2DD,1619282424,http://www.altrinchammedicalpractice.co.uk,Trafford,E0800009,-2.351614,53.38451
Clarendon Medical Centre,Doctors/GPs|Doctors/GPs,"Clarendon Street, Hyde",SK14 2AQ,1613685224,NA,Tameside,E0800008,-2.079951,53.45264
The Borchardt Medical Centre,Doctors/GPs|Doctors/GPs,"62 Whitchurch Road, Withington, Manchester",M20 1EB,1614382821,http://www.borchardtmc.nhs.uk,Manchester,E0800003,-2.237419,53.434193
Washway Road Medical Centre,Doctors/GPs|Doctors/GPs,"67 Washway Road, Sale",M33 7SS,1619624354,http://www.wrmc.org.uk,Trafford,E0800009,-2.328392,53.4224
Deakin Norman Sutcliffe,Doctors/GPs|Doctors/GPs,"Minden Family Practices, Moorgate Primary Care Centre, 22 Derby Way, Bury",BL9 0NJ,1614478282,http://www.mindenfamilypractices.co.uk,Bury,E0800002,-2.288591,53.59553
Knowsley Medical Centre,Doctors/GPs|Doctors/GPs,"9-11 Knowsley Street, Bury",BL9 0ST,1617641217,http://www.knowsleymedicalcentre.co.uk,Bury,E0800002,-2.300551,53.588497
Surrey Lodge Group Practice,Doctors/GPs|Doctors/GPs,"11 Anson Road, Victoria Park, Manchester",M14 5BY,1612242471,NA,Manchester,E0800003,-2.218728,53.458264
Unsworth Group Practice,Doctors/GPs|Doctors/GPs,"Peter House Surgery, Captain Lees Road, Westhoughton, Bolton",BL5 3UB,1942812525,NA,Bolton,E0800001,-2.508554,53.550458
New Collegiate Medical Centre,Doctors/GPs|Doctors/GPs,"407 Cheetham Hill Road, Cheetham, Manchester",M8 0DA,1612054364,NA,Manchester,E0800003,-2.236077,53.504378
Kearsley Medical Centre,Doctors/GPs|Doctors/GPs,"Jackson Street, Kearsley, Bolton",BL4 8EP,1204462200,http://www.kearsleymedicalcentre.nhs.uk,Bolton,E0800001,-2.382838,53.543205
Kingsway Medical Practice,Doctors/GPs|Doctors/GPs,"720 Burnage Lane, Manchester",M19 1UG,3444773625,http://www.kingswaymedicalpractice.co.uk,Manchester,E0800003,-2.212694,53.420137
"Drs D'Arifat, Elislam, Wan & Saroha",Doctors/GPs|Doctors/GPs,"Newtown Medical Practice, Pemberton Primary Care Resource Centre, Sherwood Drive, Wigan",WN5 9QX,1942481900,http://www.newtownmedicalpractice.nhs.uk,Wigan,E08000010,-2.669697,53.538479
Cheadle Medical Practice,Doctors/GPs|Doctors/GPs,"1-5 Ashfield Crescent, Cheadle",SK8 1BH,1614269090,http://www.cheadlemedical.co.uk,Stockport,E0800007,-2.213539,53.393745
Alexandra Group Medical Practice,Doctors/GPs|Doctors/GPs,"Glodwick Primary Care Centre, 137 Glodwick Road, Oldham",OL4 1YN,1616229210,http://www.alexandrapractice.org.uk,Oldham,E0800004,-2.095095,53.537786
Bramhall Health Centre,Doctors/GPs|Doctors/GPs,"66 Bramhall Lane South, Bramhall, Stockport",SK7 2DY,1614265850,NA,Stockport,E0800007,-2.162929,53.36001
Dr Tun & Partners,Doctors/GPs|Doctors/GPs,"The Health Centre, 17 Liverpool Road, Hindley, Wigan",WN2 3HQ,1942482505,http://www.hindleyhealthcentre.co.uk,Wigan,E08000010,-2.583571,53.532102
Littleborough Group Practice,Doctors/GPs|Doctors/GPs,"Littleborough Health Centre, Featherstall Road, Littleborough",OL15 8HF,1706393e3,http://www.littleboroughgrouppractice.nhs.uk,Rochdale,E0800005,-2.103349,53.642995
Spring House Surgery,Doctors/GPs|Doctors/GPs,"555 Chorley Old Road, Bolton",BL1 6AF,1204848411,http://www.springhousesurgery.com,Bolton,E0800001,-2.463553,53.588374
The Mosslands Medical Practice,Doctors/GPs|Doctors/GPs,"Irlam Medical Centre, Macdonald Road, Irlam, Manchester",M44 5LH,1617760737,http://www.mosslandsmedicalpractice.co.uk,Salford,E0800006,-2.432258,53.437925
Halliwell Surgery 3,Doctors/GPs|Doctors/GPs,"The Halliwell Surgery, Lindfield Drive, Halliwell, Bolton",BL1 3RG,1204523716,http://www.bolton.nhs.uk/gp/halliwell,Bolton,E0800001,-2.431738,53.588322
St Johns Medical Centre,Doctors/GPs|Doctors/GPs,"St Johns Road, Altrincham",WA14 2NW,1619285522,http://www.stjohnsmedicalcentre.co.uk,Trafford,E0800009,-2.353809,53.38276
Newton Heath Medical Centre,Doctors/GPs|Doctors/GPs,"Newton Heath Health Centre, 2 Old Church Street, Manchester",M40 2JF,1616811353,NA,Manchester,E0800003,-2.181199,53.500995
Park View Medical Centre,Doctors/GPs|Doctors/GPs,"66 Delaunays Road, Crumpsall, Manchester",M8 4RF,1617955667,http://www.parkviewmedicalcentre.nhs.uk,Manchester,E0800003,-2.233306,53.518504
Pendleton Medical Centre,Doctors/GPs|Doctors/GPs,"Pendleton Gateway, 1 Broadwalk, Salford",M6 5FX,1612117420,http://www.pendletonmedicalcentre.nhs.uk,Salford,E0800006,-2.284742,53.488361
Cornishway Group Practice,Doctors/GPs|Doctors/GPs,"Forum Health, Simonsway, Wythenshawe, Manchester",M22 5RX,1614902293,http://www.cornishwaygp.co.uk,Manchester,E0800003,-2.265017,53.379925
St Mary's Medical Centre,Doctors/GPs|Doctors/GPs,"Rock Street, Oldham",OL1 3UL,1616206667,http://www.stmarymc.co.uk,Oldham,E0800004,-2.108554,53.543625
Tregenna Group Practice,Doctors/GPs|Doctors/GPs,"Portway, Woodhouse Park, Wythenshawe, Manchester",M22 0EP,1614993777,NA,Manchester,E0800003,-2.256528,53.370756
Beech Hill Medical Practice,Doctors/GPs|Doctors/GPs,"278 Gidlow Lane, Beech Hill, Wigan",WN6 7PD,1942821899,http://www.beechhillmedical.co.uk,Wigan,E08000010,-2.644352,53.555654
The Dunstan Partnership,Doctors/GPs|Doctors/GPs,"Breightmet Health Centre,, Breightmet Fold Lane, Breightmet,, Bolton",BL2 6NT,1204463777,http://www.thedunstanpartnership.co.uk,Bolton,E0800001,-2.384279,53.582354
The Lakes Medical Practice,Doctors/GPs|Doctors/GPs,"The Lakes Medical Centre, 21 Chorley Road, Swinton, Manchester",M27 4AF,1617275241,http://www.thelakesmedicalcentre.co.uk,Salford,E0800006,-2.33372,53.509205
Marple Cottage Surgery,Doctors/GPs|Doctors/GPs,"50 Church Street, Marple, Stockport",SK6 6BW,1614260011,http://www.marplecottage.co.uk,Stockport,E0800007,-2.061042,53.392725
Levenshulme Medical Practice,Doctors/GPs|Doctors/GPs,"Levenshulme Health Centre, Dunstable Street, Levenshulme, Manchester",M19 3BX,1612254033,http://www.levenshulmemedicalpractice.co.uk,Manchester,E0800003,-2.188524,53.446352
Davyhulme Medical Centre,Doctors/GPs|Doctors/GPs,"130 Broadway, Davyhulme, Urmston, Manchester",M41 7WJ,1617485559,http://www.davyhulmemedicalcentre.co.uk,Trafford,E0800009,-2.366782,53.459483
Marple Medical Practice,Doctors/GPs|Doctors/GPs,"50 Stockport Road, Marple, Stockport",SK6 6AB,1614265375,http://www.marple.medicalpractice.co.uk,Stockport,E0800007,-2.064638,53.394852
Kildonan House,Doctors/GPs|Doctors/GPs,"Ramsbottom Road, Horwich, Bolton",BL6 5NW,1204468161,NA,Bolton,E0800001,-2.545363,53.594788
Springfield House,Doctors/GPs|Doctors/GPs,"275 Huddersfield Road, Oldham",OL4 2RJ,1616672480,http://www.springfieldhousemedicalcentre.nhs.uk,Oldham,E0800004,-2.082714,53.548913
Ladybarn Group Practice,Doctors/GPs|Doctors/GPs,"54 Briarfield Road, Withington, Manchester",M20 4SS,1614484500,http://www.ladybarngp.co.uk,Manchester,E0800003,-2.213962,53.429923
Cornerstone Medical Practice,Doctors/GPs|Doctors/GPs,"451 Liverpool Street, Salford",M6 5QQ,1612124445,NA,Salford,E0800006,-2.296843,53.483785
Irlam Clinic,Doctors/GPs|Doctors/GPs,"125 Liverpool Road, Irlam, Manchester",M44 6DP,NA,NA,Salford,E0800006,-2.417074,53.449107
Ordsall Health Surgery,Doctors/GPs|Doctors/GPs,"118 Phoebe Street, Ordsall, Salford",M5 3PH,1612126600,http://www.ordsallhealthsurgery.nhs.uk,Salford,E0800006,-2.280971,53.473981
Manchester Medical,Doctors/GPs|Doctors/GPs,"Moss Side Health Centre, Monton Street, Manchester",M14 4GP,1612267615,http://www.manchestermedical.org.uk,Manchester,E0800003,-2.23745,53.45875
Harwood Medical Centre,Doctors/GPs|Doctors/GPs,"Harwood Medical Centre, Hough Fold Way, Harwood, Bolton",BL2 3HQ,1204300033,http://www.harwoodmedicalcentre.co.uk,Bolton,E0800001,-2.398153,53.604069
Mauldeth Medical Centre,Doctors/GPs|Doctors/GPs,"112 Mauldeth Road, Fallowfield, Manchester",M14 6SQ,1614346678,http://www.mauldethmedicalcentre.co.uk,Manchester,E0800003,-2.213429,53.434823
Dr BN Macdonald & Partners,Doctors/GPs|Doctors/GPs,"68 Barrington Road, Altrincham",WA14 1JB,1619289621,NA,Trafford,E0800009,-2.35098,53.395191
The Dicconson Group Practice,Doctors/GPs|Doctors/GPs,"Boston House,, Frog Lane,, Wigan",WN6 7LB,1942482e3,http://www.thedicconsongrouppracticewigan.nhs.uk,Wigan,E08000010,-2.644891,53.549467
Stable Fold Surgery,Doctors/GPs|Doctors/GPs,"119 Church Street, Westhoughton, Bolton",BL5 3SF,1942813678,NA,Bolton,E0800001,-2.52343,53.552405
Oldham Family Practice,Doctors/GPs|Doctors/GPs,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,1616213456,NA,Oldham,E0800004,-2.116945,53.543824
Dr Ellis and Kreppel,Doctors/GPs|Doctors/GPs,"Mesnes View Surgery, Mesnes Street, Wigan",WN1 1ST,1942242350,http://www.mesnesviewsurgery.co.uk,Wigan,E08000010,-2.633048,53.550807
Yorkshire Street Surgery,Doctors/GPs|Doctors/GPs,"188-190 Yorkshire Street, Rochdale",OL16 2DN,1706390243,NA,Rochdale,E0800005,-2.152215,53.620446
Five Oaks Family Practice,Doctors/GPs|Doctors/GPs,"47 Graham Street, Beswick, Manchester",M11 3BB,8444778670,http://www.fiveoaksfamilypractice.co.uk,Manchester,E0800003,-2.19447,53.47569
Dr Carmel Morris and Partners,Doctors/GPs|Doctors/GPs,"Finney Lane, Heald Green, Cheadle",SK8 3JD,1614269020,http://www.healdgreenhealthcentre.nhs.uk,Stockport,E0800007,-2.229276,53.369878
Brookmill Medical Centre,Doctors/GPs|Doctors/GPs,"College Street, Leigh",WN7 2RB,1942681880,http://www.brookmillmedical.co.uk,Wigan,E08000010,-2.50958,53.496441
Grosvenor Medical Centre,Doctors/GPs|Doctors/GPs,"62 Grosvenor Street, Stalybridge",SK15 1RZ,1613034313,http://www.grosvenormedicalcentrestalybridge.nhs.uk,Tameside,E0800008,-2.059105,53.481452
Drs Joseph Borg-Costanzi/Ian Gilani/Brian Rhodes,Doctors/GPs|Doctors/GPs,"Monton Medical Centre, Canal Side, Monton Green, Eccles, Manchester",M30 8AR,8448151147,NA,Salford,E0800006,-2.356978,53.491862
Flixton Road Medical Centre,Doctors/GPs|Doctors/GPs,"132 Flixton Road, Urmston, Manchester",M41 5BG,1617482021,NA,Trafford,E0800009,-2.362664,53.448267
The Royton and Crompton Family Practice,Doctors/GPs|Doctors/GPs,"Royton Health Wellbeing Centre, Park Street, Royton, Oldham",OL2 6QW,1613624003,http://www.roytonandcromptonfamilypractice.co.uk,Oldham,E0800004,-2.121594,53.566109
Didsbury Medical Centre,Doctors/GPs|Doctors/GPs,"645 Wilmslow Road, Didsbury, Manchester",M20 6BA,1614453731,http://www.didsburymedicalcentre.co.uk,Manchester,E0800003,-2.231819,53.420371
The Smithy Surgery,Doctors/GPs|Doctors/GPs,"4 Market Street, Hollingworth, Hyde",SK14 8LN,1457767123,NA,Tameside,E0800008,-1.994509,53.461818
West Point Medical Centre,Doctors/GPs|Doctors/GPs,"167 Slade Lane, Manchester",M19 2AF,1612485100,http://www.westpoint-gp.nhs.uk,Manchester,E0800003,-2.197586,53.445978
Saxena Bowden Saxena,Doctors/GPs|Doctors/GPs,"Minden Family Practices, Moorgate Primary Care Centre, 22 Derby Way, Bury",BL9 0NJ,1614478283,http://www.mindenfamilypractices.co.uk,Bury,E0800002,-2.288591,53.59553
The Park Medical Centre,Doctors/GPs|Doctors/GPs,"434 Altrincham Road, Baguley, Wythenshaw, Manchester",M23 9AB,1619985538,NA,Manchester,E0800003,-2.28807,53.40104
Edenfield Road Surgery,Doctors/GPs|Doctors/GPs,"Cutgate Precinct, Rochdale",OL11 5AQ,1706344125,NA,Rochdale,E0800005,-2.188671,53.622297
Healey Surgery,Doctors/GPs|Doctors/GPs,"Whitworth Road, Rochdale",OL12 0SN,1706868468,http://www.healeysurgery.co.uk,Rochdale,E0800005,-2.162786,53.633087
The Avenue Medical Centre,Doctors/GPs|Doctors/GPs,"51-53 Victoria Avenue, Blackley, Manchester",M9 6BA,1617209441,http://www.theavenuemcblackley.nhs.uk,Manchester,E0800003,-2.211676,53.533178
West Timperley Medical Centre,Doctors/GPs|Doctors/GPs,"21 Dawson Road, West Timperley, Altrincham",WA14 5PF,1619291515,http://www.westtimperleymedicalcentre.co.uk,Trafford,E0800009,-2.353117,53.402699
Pennine Medical Centre,Doctors/GPs|Doctors/GPs,"193 Manchester Road, Mossley, Ashton Under Lyne",OL5 9AJ,1457832590,http://www.penninemedicalcentre.nhs.uk,Tameside,E0800008,-2.040966,53.515337
Fallowfield Medical Centre,Doctors/GPs|Doctors/GPs,"75 Ladybarn Lane, Fallowfield, Manchester",M14 6YL,1612244503,NA,Manchester,E0800003,-2.21351,53.438823
Dr Venkatachalum Raj,Doctors/GPs|Doctors/GPs,"37 Orient Road, Salford",M6 8LE,1617893029,http://www.orientroadmedicalpractice.co.uk,Salford,E0800006,-2.325434,53.494182
Peel GPs,Doctors/GPs|Doctors/GPs,"Townside Primary Care Centre, Knowsley Place, 1 Knowsley Place, Knowsley Street, Bury",BL9 0SN,1617621515,http://www.peelgps.nhs.uk,Bury,E0800002,-2.29898,53.59031
Dr AK and N Atrey,Doctors/GPs|Doctors/GPs,"Nelson Street, Atherton, Manchester",M46 0LE,1942481060,http://www.meadowviewsurgery.co.uk,Wigan,E08000010,-2.500811,53.527489
Wellfield Health Centre,Doctors/GPs|Doctors/GPs,"116 Oldham Road, Rochdale",OL11 1AD,1706397600,http://www.wellfieldhealthcentre.co.uk,Rochdale,E0800005,-2.147616,53.607039
Ramsbottom Medical Practice,Doctors/GPs|Doctors/GPs,"Ramsbottom Health Centre, Carr Street, Ramsbottom, Bury",BL0 9DD,1706824413,http://www.ramsbottomhc.nhs.uk,Bury,E0800002,-2.319287,53.64878
Brinnington Surgery,Doctors/GPs|Doctors/GPs,"Brinnington Health Centre, Brinnington Road, Brinnington, Stockport",SK5 8BS,1614304002,http://www.brinningtonsurgeries.nhs.uk,Stockport,E0800007,-2.132367,53.427651
Pennygate Medical Centre,Doctors/GPs|Doctors/GPs,"109 Ladies Lane, Hindley, Wigan",WN2 2QG,1942807500,http://www.pennygatemedical.org.uk,Wigan,E08000010,-2.576271,53.540002
The Junction Alkrington Surgery,Doctors/GPs|Doctors/GPs,"346 Grimshaw Lane, Middleton Junction, Middleton, Manchester",M24 2AU,1616557478,NA,Rochdale,E0800005,-2.174915,53.541857
Aspull Surgery,Doctors/GPs|Doctors/GPs,"The Surgery, Haigh Road, Aspull, Wigan",WN2 1XH,1942831263,http://www.aspullsurgery.co.uk,Wigan,E08000010,-2.586036,53.569599
Sorrel Bank Medical Practice,Doctors/GPs|Doctors/GPs,"23 Bolton Road, Salford",M6 7HL,1617361616,http://www.thesorrelgrouppractice.co.uk,Salford,E0800006,-2.294815,53.493344
Victoria Road Surgery,Doctors/GPs|Doctors/GPs,"9 Victoria Road, Salford, Lancashire",M6 8FZ,161789372,http://www.thesorrelgrouppractice.co.uk,Salford,E0800006,-2.326647,53.491149
Tonge Fold Health Centre,Doctors/GPs|Doctors/GPs,"Hilton Street, Tonge Fold, Bolton",BL2 6DY,1204521574,http://www.drlowe.co.uk,Bolton,E0800001,-2.405772,53.579119
Dr Artatran Mohanty & Dr A Khurana,Doctors/GPs|Doctors/GPs,"Featherstall Road South, Oldham",OL9 7AY,1616822512,NA,Oldham,E0800004,-2.130476,53.537321
Dr Sivakumar and Dr Gude,Doctors/GPs|Doctors/GPs,"The Surgery, 1 Coldalhurst Lane, Astley, Tyldesley, Manchester",M29 7BS,1942878711,http://www.thesurgeryastley.co.uk,Wigan,E08000010,-2.455594,53.500102
Corkland Road Medical Practice,Doctors/GPs|Doctors/GPs,"9 Corkland Road, Chorlton-Cum-Hardy, Manchester",M21 8UP,1618816223,NA,Manchester,E0800003,-2.273878,53.441827
Greenbank Medical Practice,Doctors/GPs|Doctors/GPs,"Barley Clough Medical Centre, Nugget Street, Oldham",OL4 1BN,1619098370,http://www.glodwickmp.co.uk,Oldham,E0800004,-2.096166,53.537929
Halliwell Surgery 2,Doctors/GPs|Doctors/GPs,"The Halliwell Surgery, Lindfield Drive, Halliwell, Bolton",BL1 3RG,1204523813,http://www.halliwellsurgery.co.uk,Bolton,E0800001,-2.431738,53.588322
The Range Medical Centre,Doctors/GPs|Doctors/GPs,"121 Withington Road, Whalley Range, Manchester",M16 8EE,8444996977,http://www.therangemedicalcentre.co.uk,Manchester,E0800003,-2.257066,53.452309
Dr JD Seabrook and Dr H L Chambers,Doctors/GPs|Doctors/GPs,"The Surgery, 1 Wrightington Street, Wigan",WN1 2AZ,1942231965,http://www.wrightingtonstreetsurgery.co.uk,Wigan,E08000010,-2.632499,53.55143
Dr Cunningham and Partners,Doctors/GPs|Doctors/GPs,"The Vallance Centre, Brunswick Street, Manchester",M13 9UJ,1612729616,NA,Manchester,E0800003,-2.224542,53.469786
"Drs. Liversedge, McCurdie and Wong",Doctors/GPs|Doctors/GPs,"Egerton/Dunscar Health Centre, Darwen Road, Bromley Cross, Bolton",BL7 9RG,1204463232,http://www.bolton.nhs.uk/gp/liversedge,Bolton,E0800001,-2.426383,53.617589
Bowland Medical Practice,Doctors/GPs|Doctors/GPs,"52 Bowland Road, Baguley, Manchester",M23 1JX,1619982014,http://www.bowlandmedicalpractice.co.uk,Manchester,E0800003,-2.285144,53.393146
"Drs Dickie, Pontefract & Saksena Joye",Doctors/GPs|Doctors/GPs,"306 Gorton Road, Stockport",SK5 6RN,1614321235,http://www.familysurgeryreddish.nhs.uk,Stockport,E0800007,-2.157026,53.446056
Churchgate Surgery,Doctors/GPs|Doctors/GPs,"119 Manchester Road, Denton, Manchester",M34 3RA,1613362114,http://www.millgatehealthcare.nhs.uk,Tameside,E0800008,-2.120468,53.456085
Gorse Hill Medical Centre,Doctors/GPs|Doctors/GPs,"879 Chester Road, Stretford, Manchester",M32 0RN,1618642496,http://www.ghmcars.co.uk,Trafford,E0800009,-2.296647,53.455651
Adshall Road Medical Practice,Doctors/GPs|Doctors/GPs,"97 Adshall Road, Cheadle",SK8 2JN,1614912292,http://www.adshallroadmedicalpractice.co.uk,Stockport,E0800007,-2.191072,53.390044
Pemberton Surgery,Doctors/GPs|Doctors/GPs,"Pemberton Pcrc, Sherwood Drive, Pemberton, Wigan",WN5 9QX,1942367199,http://www.pembertonsurgery.co.uk,Wigan,E08000010,-2.669697,53.538479
Heaton Norris Health Centre 1,Doctors/GPs|Doctors/GPs,"Heaton Norris Health Centre, Cheviot Close, Heaton Norris, Stockport",SK4 1JX,1614751600,http://www.drmarshallandpartners.co.uk,Stockport,E0800007,-2.16793,53.416532
